Dopełniacz;Mianownik;Wynik Stemmera
Potrzymowa;Potrzymowo;Potrzymowy;
Skoczkowa;Skoczkowo;Skoczkowy;
Gulina;Gulin;Gulina;
Mularzowa;Mularzów;Mularzowy;
Cyprzanowa;Cyprzanów;Cyprzanowy;
Sędziszowic;Sędziszowice;Sędziszowica;
Jaślikowa;Jaślików;Jaślikowy;
Wolaninin;Wolaniny;Wolaninina;
Matuszowic;Matuszowice;Matuszowica;
Latowic;Latowice;Latowica;
Osówka;Osówko;Osówka;
Świeligowa;Świeligów;Świeligowy;
Goręczyna;Goręczyno;Goręczyna;
Niemarzyna;Niemarzyn;Niemarzyna;
Chrośli;Chrośle;Chrośl;
Trzcian;Trzciany;Trzcian;
Chrośli;Chrośla;Chrośl;
Mucharzewa;Mucharzew;Mucharzewo;
Wysokiej;Wysoka;Wysoki;
Cieszków;Cieszkowy;Cieszek;
Suchostrugi;Suchostruga;Suchostrug;
Słupnicy;Słupnica;Słupnik;
Tomaszowa;Tomaszów;Tomaszowy;
Bierwichy;Bierwicha;Bierwich;
Zimnego;Zimne;Zimny;
Paleśnicy;Paleśnica;Paleśnik;
Stanów;Stany;Stan;
Dołgiego;Dołgie;Dołgi;
Trzebisławek;Trzebisławki;Trzebisławka;
Klepek;Klepki;Klepka;
Jagot;Jagoty;Jagot;
Malwinowa;Malwinowo;Malwinowy;
Drawna;Drawno;Drawny;
Wiewiórowa;Wiewiórowo;Wiewiórowy;
Zgórznicy;Zgórznica;Zgórznik;
Mariewa;Mariew;Mariewa;
Kołdowa;Kołdów;Kołdowy;
Sepienka;Sepienko;Sepienka;
Binowa;Binowo;Binowy;
Kołaczka;Kołaczek;Kołaczka;
Gucina;Gucin;Gucina;
Pierszyc;Pierszyce;Pierszyca;
Koperni;Kopernia;Koperny;
Olimpiowa;Olimpiów;Olimpiowy;
Arcugowa;Arcugowo;Arcugowy;
Pruchnej;Pruchna;Pruchny;
Mursku;Mursk;Mursko;
Jabłonia;Jabłoń;Jabłonie;
Zagródek;Zagródki;Zagródka;
Pturka;Pturek;Pturka;
Zamchu;Zamch;Zamech;
Fanianowa;Fanianowo;Fanianowy;
Jonnnego;Jonne;Jonnny;
Urbanowic;Urbanowice;Urbanowica;
Sarnetek;Sarnetki;Sarnetka;
Małszyc;Małszyce;Małszyca;
Baborówka;Baborówko;Baborówka;
Pocześla;Pocześle;Pocześla;
Morzów;Morze;Morz;
Czudowic;Czudowice;Czudowica;
Szymocicic;Szymocice;Szymocicica;
Jastrowa;Jastrowo;Jastrowy;
Nogawek;Nogawki;Nogawka;
Bobowej;Bobowa;Bobowy;
Mnikowa;Mników;Mnikowy;
Bobowa;Bobowo;Bobowy;
Czapielska;Czapielsk;Czapielski;
Bieździadowa;Bieździadów;Bieździadowy;
Myjów;Myje;Myj;
Ogrodnicy;Ogrodnica;Ogrodnik;
Gawinianiec;Gawiniańce;Gawinianiec;
Mominy;Momina;Momin;
Tomaszkowa;Tomaszkowo;Tomaszkowy;
Mokin;Mokiny;Mokin;
Kiełcza;Kiełcze;Kiełczy;
Młynowa;Młynowo;Młynowy;
Pławniowic;Pławniowice;Pławniowica;
Zagajewiczek;Zagajewiczki;Zagajewiczek;
Kwilna;Kwilno;Kwilny;
Rudolfina;Rudolfin;Rudolfina;
Kozowa;Kozowo;Kozowy;
Dusznik;Duszniki;Dusznik;
Basina;Basin;Basina;
Walewa;Walew;Walewa;
Cybulic;Cybulice;Cybulica;
Jabłonki;Jabłonka;Jabłonek;
Wyrobek;Wyrobki;Wyrobek;
Wilkanowa;Wilkanowo;Wilkanowy;
Sąp;Sąpy;Sąp;
Jabłonek;Jabłonki;Jabłonka;
Lubachów;Lubachowy;Lubach;
Krekol;Krekole;Krekol;
Cykowa;Cykowo;Cykowy;
Przewoźnik;Przewoźniki;Przewoźnik;
Łuszczowa;Łuszczów;Łuszczowy;
Świątkowa;Świątkowo;Świątkowy;
Klotyldzina;Klotyldzin;Klotyldzina;
Klenkora;Klenkor;Klenkora;
Krąg;Kręgi;Krąg;
Łukowic;Łukowice;Łukowica;
Sinołęki;Sinołęka;Sinołęki;
Załuża;Załuże;Załuża;
Okrasina;Okrasin;Okrasina;
Pleśna;Pleśno;Pleśny;
Jaszczerza;Jaszczerz;Jaszczerza;
Jagielna;Jagielno;Jagielny;
Chlewisk;Chlewiska;Chlewisko;
Szynkówka;Szynkówko;Szynkówka;
Kocewa;Kocewo;Kocewa;
Płóz;Płozy;Płóz;
Kuzia;Kuzie;Kuzi;
Kikit;Kikity;Kikit;
Młynowa;Młynów;Młynowy;
Gosławic;Gosławice;Gosławica;
Radlni;Radlnia;Radlny;
Kolnicy;Kolnica;Kolnik;
Natolina;Natolin;Natolina;
Tynicy;Tynica;Tynik;
Nietupy;Nietupa;Nietup;
Ławic;Ławice;Ławica;
Borzyszkowa;Borzyszkowo;Borzyszkowy;
Pniaków;Pniaki;Pniak;
Czeczotek;Czeczotki;Czeczotka;
Kawalców;Kawalce;Kawalec;
Łączyna;Łączyn;Łączyna;
Zaprężyna;Zaprężyn;Zaprężyna;
Gołaszewa;Gołaszew;Gołaszewo;
Bogdanowa;Bogdanów;Bogdanowy;
Cedyni;Cedynia;Cedyny;
Jankielówki;Jankielówka;Jankielówki;
Biechowa;Biechów;Biechowy;
Przybyszów;Przybyszowy;Przybysz;
Nowosiadła;Nowosiadło;Nowosiadły;
Kłębowa;Kłębowo;Kłębowy;
Ujazdowa;Ujazdowo;Ujazdowy;
Kleczewa;Kleczew;Kleczewo;
Klukówka;Klukówek;Klukówka;
Wardzyna;Wardzyn;Wardzyna;
Bratkowic;Bratkowice;Bratkowica;
Głódek;Głódki;Głódka;
Pucołowa;Pucołowo;Pucołowy;
Bonisławia;Bonisław;Bonisławie;
Jasionowa;Jasionów;Jasionowy;
Wołowna;Wołowno;Wołowny;
Leosina;Leosin;Leosina;
Niewirkowa;Niewirków;Niewirkowy;
Krzeszkowic;Krzeszkowice;Krzeszkowica;
Sołeczna;Sołeczno;Sołeczny;
Gierałtowiczek;Gierałtowiczki;Gierałtowiczka;
Stobojów;Stoboje;Stobój;
Żodzi;Żodzie;Żody;
Żyrowa;Żyrów;Żyrowy;
Przecławia;Przecław;Przecławie;
Szkucisk;Szkuciska;Szkucisk;
Przeorska;Przeorsk;Przeorski;
Klęcina;Klęcino;Klęcina;
Wycisłowa;Wycisłowo;Wycisłowy;
Dobrucowej;Dobrucowa;Dobrucowy;
Szczerosług;Szczerosługi;Szczerosługa;
Uścia;Uść;Uście;
Łowęcina;Łowęcin;Łowęcina;
Bielek;Bielki;Bielka;
Stróżek;Stróżki;Stróżka;
Rokit;Rokity;Rokita;
Zofianówki;Zofianówka;Zofianówki;
Kazimierzewa;Kazimierzew;Kazimierzewo;
Januszkowic;Januszkowice;Januszkowica;
Pokrzydowa;Pokrzydowo;Pokrzydowy;
Chruścieli;Chruściele;Chruściel;
Świnek;Świnki;Świnka;
Zyń;Zynie;Zyni;
Kałuszyna;Kałuszyn;Kałuszyna;
Konradowa;Konradów;Konradowy;
Gwiazdowa;Gwiazdowo;Gwiazdowy;
Gorodczyna;Gorodczyno;Gorodczyna;
Blinka;Blinek;Blinka;
Szerzyn;Szerzyny;Szerzyna;
Mykanowa;Mykanów;Mykanowy;
Falmirowic;Falmirowice;Falmirowica;
Doruchowa;Doruchów;Doruchowy;
Łosewa;Łosewo;Łosewa;
Bażanowic;Bażanowice;Bażanowica;
Rdzuchowa;Rdzuchów;Rdzuchowy;
Zastawna;Zastawno;Zastawny;
Lejkówka;Lejkówko;Lejkówka;
Miąskowa;Miąskowo;Miąskowy;
Skurowa;Skurów;Skurowy;
Bachanowa;Bachanowo;Bachanowy;
Milikowa;Milikowo;Milikowy;
Krąpiewa;Krąpiewo;Krąpiewa;
Wycinków;Wycinki;Wycinek;
Lemierzyc;Lemierzyce;Lemierzyca;
Gaworzyny;Gaworzyna;Gaworzyn;
Morowa;Morowo;Morowy;
Ropek;Ropki;Ropka;
Gromadna;Gromadno;Gromadny;
Dawidowa;Dawidów;Dawidowy;
Świniarska;Świniarsko;Świniarski;
Oświna;Oświno;Oświn;
Nomik;Nomiki;Nomik;
Kurzeszynka;Kurzeszynek;Kurzeszynka;
Sobiesek;Sobieski;Sobieska;
Dobrogost;Dobrogosty;Dobrogost;
Wyrębów;Wyręby;Wyrąb;
Korytyny;Korytyna;Korytyny;
Tarcz;Tarcze;Tarcza;
Mejznerzyna;Mejznerzyn;Mejznerzyna;
Chroślic;Chroślice;Chroślica;
Wilków;Wilki;Wilek;
Żelazowic;Żelazowice;Żelazowica;
Tenczyna;Tenczyn;Tenczyna;
Łyniewa;Łyniew;Łyniewa;
Kamieńczyczyc;Kamieńczyce;Kamieńczyczyca;
Nosalewic;Nosalewice;Nosalewica;
Gołocicic;Gołocice;Gołocicica;
Prosit;Prosity;Prosito;
Wągst;Wągsty;Wągst;
Jadwiżyna;Jadwiżyn;Jadwiżyna;
Niegolewa;Niegolewo;Niegolewa;
Czernik;Czerniki;Czernik;
Szczerb;Szczerby;Szczerba;
Bieszkowic;Bieszkowice;Bieszkowica;
Kluczewska;Kluczewsko;Kluczewski;
Papieży;Papieże;Papież;
Brynka;Brynek;Brynka;
Bolkowa;Bolkowo;Bolkowy;
Kozinek;Kozinki;Kozinka;
Radoszów;Radoszowy;Radosz;
Charbielina;Charbielin;Charbielina;
Jankowiec;Jankowce;Jankowiec;
Gądna;Gądno;Gądny;
Rączek;Rączki;Rączka;
Niesadny;Niesadna;Niesadny;
Zagajowa;Zagajów;Zagajowy;
Grabkowa;Grabkowo;Grabkowy;
Otorudy;Otoruda;Otorudy;
Rozwarowa;Rozwarowo;Rozwarowy;
Morzyczyna;Morzyczyn;Morzyczyna;
Roztworowa;Roztworów;Roztworowy;
Niesiołowic;Niesiołowice;Niesiołowica;
Szczyrzyca;Szczyrzyc;Szczyrzyca;
Męczennnic;Męczennice;Męczennnica;
Bliskowic;Bliskowice;Bliskowica;
Arciechowa;Arciechów;Arciechowy;
Broszkowic;Broszkowice;Broszkowica;
Śnieżek;Śnieżki;Śnieżek;
Rejny;Rejna;Rejny;
Przyłęgowa;Przyłęgów;Przyłęgowy;
Niedanowa;Niedanowo;Niedanowy;
Dzielnej;Dzielna;Dzielny;
Bęćkowa;Bęćkowo;Bęćkowy;
Raniżowa;Raniżów;Raniżowy;
Łowinia;Łowiń;Łowinia;
Otnogi;Otnoga;Otnogi;
Bogusławic;Bogusławice;Bogusławica;
Rentyn;Rentyny;Rentyna;
Janków;Janki;Janek;
Dobrocicic;Dobrocice;Dobrocicica;
Zalbek;Zalbki;Zalbka;
Lipszczan;Lipszczany;Lipszczanin;
Stożnego;Stożne;Stożny;
Grądów;Grądy;Grąd;
Wygnanowa;Wygnanów;Wygnanowy;
Wolnicy;Wolnica;Wolnik;
Pachuczyna;Pachuczyn;Pachuczyna;
Kopci;Kopcie;Kopeć;
Chocieszowa;Chocieszów;Chocieszowy;
Poprężnik;Poprężniki;Poprężnik;
Kaput;Kaputy;Kaput;
Młodynina;Młodynin;Młodynina;
Jeszkotel;Jeszkotle;Jeszkotel;
Koniecek;Koniecki;Koniecka;
Agnieszkowa;Agnieszkowo;Agnieszkowy;
Stypina;Stypin;Stypina;
Wołyńców;Wołyńce;Wołyniec;
Słonaw;Słonawy;Słonawa;
Bornego;Borne;Borny;
Kosztowej;Kosztowa;Kosztowy;
Dęborzyc;Dęborzyce;Dęborzyca;
Starężynka;Starężynek;Starężynka;
Jeruzal;Jeruzale;Jeruzal;
Kosztowa;Kosztowo;Kosztowy;
Kozodaw;Kozodawy;Kozodawa;
Gostomia;Gostomie;Gostomia;
Dzierżąznej;Dzierżązna;Dzierżązny;
Sędraszyc;Sędraszyce;Sędraszyca;
Nieznania;Nieznań;Nieznanie;
Gostomi;Gostomia;Gostomy;
Dworków;Dworki;Dworek;
Hieronimowa;Hieronimowo;Hieronimowy;
Lnisk;Lniska;Lnisko;
Zawoni;Zawonia;Zawony;
Rogalowa;Rogalów;Rogalowy;
Gawerkowa;Gawerków;Gawerkowy;
Liwina;Liwin;Liwina;
Rąbinka;Rąbinko;Rąbinka;
Podłużyc;Podłużyce;Podłużyca;
Rumejek;Rumejki;Rumejka;
Prusieka;Prusiek;Prusieka;
Konieczkowej;Konieczkowa;Konieczkowy;
Krucza;Krucz;Kruczy;
Upala;Upale;Upal;
Przeuszyna;Przeuszyn;Przeuszyna;
Koszyc;Koszyce;Koszyca;
Bynowa;Bynowo;Bynowy;
Miłowic;Miłowice;Miłowica;
Dyzina;Dyzin;Dyzina;
Zwiartowa;Zwiartów;Zwiartowy;
Osięcin;Osięciny;Osięcina;
Grzybowców;Grzybowce;Grzybowiec;
Cimoch;Cimochy;Cimocha;
Czarnotek;Czarnotki;Czarnotka;
Macharcharc;Macharce;Macharcharc;
Wolini;Wolinia;Wolin;
Bukowiec;Bukowce;Bukowiec;
Włostowa;Włostowo;Włostowy;
Homotów;Homoty;Homot;
Stępocina;Stępocin;Stępocina;
Rychwała;Rychwał;Rychwała;
Rększowic;Rększowice;Rększowica;
Sosnowa;Sosnowo;Sosnowa;
Kałek;Kałki;Kałka;
Mulawicz;Mulawicze;Mulawicz;
Sosnowej;Sosnowa;Sosnowy;
Lubina;Lubin;Lubina;
Siedlikowa;Siedlików;Siedlikowy;
Drzyzdówek;Drzyzdówki;Drzyzdówka;
Rostek;Rostki;Rostka;
Dionizowa;Dionizów;Dionizowy;
Morgów;Morgi;Morg;
Białogorców;Białogorce;Białogorca;
Łobodów;Łobody;Łobód;
Jaszczowa;Jaszczów;Jaszczowy;
Bartoszowej;Bartoszowa;Bartoszowy;
Jagłowa;Jagłowo;Jagłowy;
Godziszki;Godziszka;Godziszek;
Malanówka;Malanówko;Malanówka;
Łososiowic;Łososiowice;Łososiowica;
Chałup;Chałupy;Chałupa;
Radkowa;Radków;Radkowy;
Grzegorzewa;Grzegorzew;Grzegorzewo;
Miałkówka;Miałkówek;Miałkówka;
Łazorów;Łazory;Łazor;
Dobrocina;Dobrocin;Dobrocina;
Krępy;Krępa;Krępy;
Średzińskich;Średzińskie;Średziński;
Wrząsawy;Wrząsawa;Wrząsawy;
Wejda;Wejdo;Wejda;
Smaszewa;Smaszew;Smaszewo;
Stawca;Stawiec;Stawca;
Kolimag;Kolimagi;Kolimago;
Duba;Dub;Duba;
Zaleszczyn;Zaleszczyny;Zaleszczyna;
Chorzel;Chorzele;Chorzel;
Gatnik;Gatniki;Gatnik;
Torul;Torule;Torula;
Ramutówka;Ramutówko;Ramutówka;
Teremisek;Teremiski;Teremiska;
Roztylic;Roztylice;Roztylica;
Dańców;Dańce;Daniec;
Myślinowa;Myślinów;Myślinowy;
Zagnańska;Zagnańsk;Zagnański;
Gwoździan;Gwoździany;Gwoździan;
Ciężkowiczek;Ciężkowiczki;Ciężkowiczka;
Bagien;Bagna;Bagno;
Świąc;Świące;Świąc;
Szydłówca;Szydłówiec;Szydłówca;
Radomic;Radomice;Radomica;
Gaszowa;Gaszów;Gaszowy;
Bagnów;Bagny;Bagnum;
Kamiennnego;Kamienne;Kamiennny;
Klukowicz;Klukowicze;Klukowicz;
Bornit;Bornity;Bornit;
Szydłówka;Szydłówko;Szydłówka;
Niecek;Niecki;Niecka;
Opojowic;Opojowice;Opojowica;
Samolubia;Samolubie;Samolubia;
Unikowa;Uników;Unikowy;
Chrzana;Chrzan;Chrzany;
Kęblin;Kębliny;Kęblin;
Lelowa;Lelów;Lelowy;
Gąsek;Gąski;Gąska;
Kubic;Kubice;Kubica;
Kozła;Kozieł;Kozioł;
Bronkowic;Bronkowice;Bronkowica;
Zaklikowa;Zaklików;Zaklikowy;
Oparzna;Oparzno;Oparzny;
Wtórka;Wtórek;Wtórka;
Tłukaw;Tłukawy;Tłukaw;
Płaczkowa;Płaczkowo;Płaczkowy;
Skierbieszowa;Skierbieszów;Skierbieszowy;
Jaryszowa;Jaryszów;Jaryszowy;
Wodziłek;Wodziłki;Wodziłek;
Kretowin;Kretowiny;Kretowina;
Głobina;Głobino;Głobina;
Białachowa;Białachowo;Białachowy;
Kościejowa;Kościejów;Kościejowy;
Wartkowic;Wartkowice;Wartkowica;
Zaminowa;Zaminowo;Zaminowy;
Dzielaw;Dzielawy;Dzielawa;
Bolesławowa;Bolesławowo;Bolesławowy;
Mężenina;Mężenin;Mężenina;
Czachówek;Czachówki;Czachówka;
Niekurzy;Niekurza;Niekurz;
Daszewic;Daszewice;Daszewica;
Kruszewa;Kruszew;Kruszewo;
Piskajn;Piskajny;Piskajn;
Rzeżęcina;Rzeżęcin;Rzeżęcina;
Chocianowa;Chocianów;Chocianowy;
Pasiecznej;Pasieczna;Pasieczny;
Krosnowic;Krosnowice;Krosnowica;
Chodorów;Chodory;Chodór;
Baciut;Baciuty;Baciut;
Sędziejowic;Sędziejowice;Sędziejowica;
Wojtkowic;Wojtkowice;Wojtkowica;
Dodowa;Dodów;Dodowy;
Zborowa;Zborów;Zborowy;
Grotnik;Grotniki;Grotnik;
Perzyn;Perzyny;Perzyna;
Krawieczyna;Krawieczyn;Krawieczyna;
Olszyn;Olszyny;Olszyna;
Starogub;Staroguby;Staroguba;
Sulechówka;Sulechówko;Sulechówka;
Aksmanic;Aksmanice;Aksmanica;
Sulejowa;Sulejów;Sulejowy;
Śliwina;Śliwin;Śliwina;
Koteż;Koteże;Koteż;
Masłomiącej;Masłomiąca;Masłomiący się;
Kulic;Kulice;Kulica;
Momajn;Momajny;Momajn;
Chmielna;Chmielno;Chmielny;
Wajsznor;Wajsznory;Wajsznor;
Zakrzewa;Zakrzew;Zakrzewo;
Grodni;Grodnia;Grodny;
Kobylan;Kobylany;Kobylan;
Steblewa;Steblewo;Steblew;
Parzniewic;Parzniewice;Parzniewica;
Palmowa;Palmowo;Palmowy;
Dzbanic;Dzbanice;Dzbanica;
Pawlikowic;Pawlikowice;Pawlikowica;
Miłocina;Miłocin;Miłocina;
Jakubkowa;Jakubkowo;Jakubkowy;
Zbyłowic;Zbyłowice;Zbyłowica;
Głupczowa;Głupczów;Głupczowy;
Szczebrzeszyna;Szczebrzeszyn;Szczebrzeszyna;
Erazmowa;Erazmów;Erazmowy;
Nieszkowa;Nieszków;Nieszkowy;
Nowolesia;Nowolesie;Nowoleś;
Jesionnny;Jesionna;Jesionnny;
Biezdrowa;Biezdrowo;Biezdrowy;
Żytniej;Żytnia;Żytni;
Gostyczyny;Gostyczyna;Gostyczyn;
Frankowa;Franków;Frankowy;
Skrajnicy;Skrajnica;Skrajnik;
Wisów;Wisy;Wis;
Ornatowic;Ornatowice;Ornatowica;
Felcyna;Felcyn;Felcyna;
Andrzejowa;Andrzejów;Andrzejowy;
Karnkowa;Karnków;Karnkowy;
Kopalin;Kopaliny;Kopalina;
Łukaszowa;Łukaszów;Łukaszowy;
Błażejewic;Błażejewice;Błażejewica;
Lubsk;Lubska;Lubsko;
Wiesiołowa;Wiesiołów;Wiesiołowy;
Niedar;Niedary;Niedar;
Kopydłowa;Kopydłów;Kopydłowy;
Strachocina;Strachocin;Strachocina;
Śmietanek;Śmietanki;Śmietanka;
Pruchnika;Pruchnik;Pruchnika;
Jadeszek;Jadeszki;Jadeszek;
Bryńska;Bryńsk;Bryński;
Ostrowieczka;Ostrowieczko;Ostrowieczek;
Jankowa;Janków;Jankowy;
Kucębowa;Kucębów;Kucębowy;
Tarczyna;Tarczyn;Tarczyna;
Jakubowa;Jakubów;Jakubowy;
Mierkowa;Mierków;Mierkowy;
Połowy;Połowa;Połowy;
Wrocisławic;Wrocisławice;Wrocisławica;
Cadowa;Cadów;Cadowy;
Tarnawy;Tarnawa;Tarnawy;
Wron;Wrony;Wron;
Krajkowa;Krajków;Krajkowy;
Marków;Marki;Marek;
Daniłowa;Daniłowo;Daniłowy;
Drelowa;Drelów;Drelowy;
Dobrzynia;Dobrzyń;Dobrzynia;
Kaliłowa;Kaliłów;Kaliłowy;
Golemek;Golemki;Golemka;
Rusiborza;Rusibórz;Rusiborze;
Rydzewa;Rydzew;Rydzewo;
Żar;Żary;Żar;
Tuchomka;Tuchomko;Tuchomek;
Antosina;Antosin;Antosina;
Chaniek;Chańki;Chańka;
Baszyna;Baszyn;Baszyna;
Sieraków;Sierakowy;Sierak;
Goszowa;Goszów;Goszowy;
Frelichowa;Frelichów;Frelichowy;
Niekurska;Niekursko;Niekurski;
Serednicy;Serednica;Serednik;
Wieruszewa;Wieruszew;Wieruszewo;
Cotonia;Cotoń;Cotonia;
Paulinowa;Paulinów;Paulinowy;
Podraja;Podraje;Podraj;
Unikowic;Unikowice;Unikowica;
Michalinowa;Michalinów;Michalinowy;
Rybotycz;Rybotycze;Rybotycz;
Mylina;Mylin;Mylina;
Wolkowych;Wolkowe;Wolkowy;
Szkudłówki;Szkudłówka;Szkudłówki;
Jaczkowa;Jaczków;Jaczkowy;
Jaborowic;Jaborowice;Jaborowica;
Krakówka;Krakówek;Krakówka;
Mojżeszowa;Mojżeszów;Mojżeszowy;
Bachorchorc;Bachorce;Bachorchorc;
Dorowa;Dorowo;Dorowy;
Walentowa;Walentowo;Walentowy;
Dzierżna;Dzierżno;Dzierżny;
Osowi;Osowia;Os;
Jagatowa;Jagatowo;Jagatowy;
Probołowic;Probołowice;Probołowica;
Pieruszyc;Pieruszyce;Pieruszyca;
Chodlewa;Chodlewo;Chodlew;
Orszewic;Orszewice;Orszewica;
Rożnów;Rożny;Rożen;
Adamkowa;Adamkowo;Adamkowy;
Galumina;Galumin;Galumina;
Dobroszowa;Dobroszów;Dobroszowy;
Sierakówka;Sierakówek;Sierakówka;
Kaczórek;Kaczórki;Kaczórka;
Galewa;Galew;Galewa;
Bębnowa;Bębnów;Bębnowy;
Jankowic;Jankowice;Jankowica;
Turobowic;Turobowice;Turobowica;
Pełcznicy;Pełcznica;Pełcznik;
Wałów;Wały;Wał;
Grazym;Grazymy;Grazy;
Kopaninin;Kopaniny;Kopaninina;
Szewny;Szewna;Szewny;
Pator;Patory;Pator;
Goszczędzy;Goszczędza;Goszczęga;
Chobota;Chobot;Chobota;
Tymina;Tymin;Tymina;
Przysieki;Przysieka;Przysieki;
Katarzynowa;Katarzynów;Katarzynowy;
Szpinalowa;Szpinalów;Szpinalowy;
Stradynia;Stradyń;Stradynia;
Szewna;Szewno;Szewny;
Mąkowarska;Mąkowarsko;Mąkowarski;
Chwałkowic;Chwałkowice;Chwałkowica;
Strzałkowa;Strzałków;Strzałkowy;
Budowa;Budowo;Budowa;
Grodzisk;Grodziska;Grodzisko;
Zmysłowa;Zmysłowo;Zmysłowy;
Sawina;Sawin;Sawina;
Drożanek;Drożanki;Drożanka;
Moszyn;Moszyny;Moszyna;
Połęcka;Połęcko;Połęcki;
Steklna;Steklno;Steklny;
Pielaszowa;Pielaszów;Pielaszowy;
Grzegorzowa;Grzegorzów;Grzegorzowy;
Łozów;Łozy;Łóz;
Goździkowa;Goździków;Goździkowy;
Kolemczyczyc;Kolemczyce;Kolemczyczyca;
Pomykowa;Pomyków;Pomykowy;
Strupiechowa;Strupiechów;Strupiechowy;
Myszkowa;Myszkowo;Myszkowy;
Wygorzela;Wygorzel;Wygorzela;
Węgorzy;Węgorza;Węgorz;
Kobysewa;Kobysewo;Kobysewa;
Częstoborowic;Częstoborowice;Częstoborowica;
Rębisk;Rębiska;Rębisko;
Maciowakrza;Maciowakrze;Maciowakrz;
Nadarzyna;Nadarzyn;Nadarzyna;
Modzurowa;Modzurów;Modzurowy;
Gałowa;Gałów;Gałowy;
Turcza;Turcz;Turczy;
Sajz;Sajzy;Sajza;
Zglechowa;Zglechów;Zglechowy;
Nierostowa;Nierostowo;Nierostowy;
Szamotuł;Szamotuły;Szamotuł;
Kalborni;Kalbornia;Kalborny;
Bron;Brony;Bron;
Szczepankowa;Szczepankowo;Szczepankowy;
Jarosławia;Jarosław;Jarosławie;
Majkowic;Majkowice;Majkowica;
Marciszowa;Marciszów;Marciszowy;
Księżyc;Księżyce;Księżyc;
Fałkowa;Fałków;Fałkowy;
Lemana;Leman;Lemany;
Tarchalina;Tarchalin;Tarchalina;
Kowalewiczek;Kowalewiczki;Kowalewiczek;
Krępca;Krępiec;Krępca;
Opatowic;Opatowice;Opatowica;
Kadłubi;Kadłubia;Kadłuby;
Przecławic;Przecławice;Przecławica;
Suliszowic;Suliszowice;Suliszowica;
Kłobukowa;Kłobukowo;Kłobukowy;
Sawał;Sawały;Sawał;
Godaszewic;Godaszewice;Godaszewica;
