Dopełniacz;Mianownik;Wynik Stemmera
Białej Rawskiej;Biała Rawska;Biała Rawska;CAB ADACCBB 
Sieradzkiej;Sieradzka;Sieradzka;ADACCBB 
Goszcza;Goszcz;Goszcz;AAAAB 
Koziołkowej;Koziołkowa;Koziołkowa;CAB 
Gądkówki;Gądkówka;Gądkówka;ADAB 
Naryjskiego Młyna;Naryjski Młyn;Naryjski Młyn;CBA ACAABAA 
Lulówki;Lulówka;Lulówka;ADAB 
Barakówki;Barakówka;Barakówka;ADAB 
Grajówki;Grajówka;Grajówka;ADAB 
Sosnowicy-Dworu;Sosnowica-Dwór;Sosnowica-Dwór;ADACABB ACAAAAA 
Kluczewska;Kluczewsko;Kluczewsko;AEAAAA 
Kiełbasówki;Kiełbasówka;Kiełbasówka;ADAB 
Werduna;Werdun;Werdun;AAADAA 
Kolonii Grabowczyka;Kolonia Grabowczyk;Kolonia Grabowczyk;ADACBAA AAACBA 
Kocienia Wielkiego;Kocień Wielki;Kocień Wielki;ACACBAA CBA 
Podchoiny;Podchoina;Podchoina;ADAAA 
Arciechowa;Arciechów;Arciechów;ACAABAA 
Urbaczkuli;Urbaczkula;Urbaczkula;ADACBABA 
Talarowej;Talarowa;Talarowa;ADACCAA 
Budynku;Budynek;Budynek;ACABA 
Kulawego;Kulawy;Kulawy;CAB 
Kopernakówki;Kopernakówka;Kopernakówka;ADAB 
Osiedla Zatorza;Osiedle Zatorze;Osiedle Zatorze;BDA AEBAB 
Świerzowej Polskiej;Świerzowa Polska;Świerzowa Polska;ADACCAA ADACCBB 
Majdanu Łuczyckiego;Majdan Łuczycki;Majdan Łuczycki;ACAAAAA CBA 
Pogrzebca;Pogrzebiec;Pogrzebiec;ABAAAB 
Kolonii Przechodu;Kolonia Przechód;Kolonia Przechód;ADACBAA ACAAAAA 
Starego Cisu;Stary Cis;Stary Cis;CAA ACAAAAA 
Borui Nowej;Boruja Nowa;Boruja Nowa;ADACBAA ADACCAA 
Ryszki;Ryszka;Ryszka;ADAB 
Paprotki;Paprotka;Paprotka;ADAB 
Ustronia-Papierni;Ustronie-Papiernia;Ustronie-Papiernia;AEBAC ADACBAA 
Trzeku;Trzek;Trzek;ACABAB 
Lniska;Lnisko;Lnisko;AEAAAA 
Rajszuli;Rajszula;Rajszula;ADACBABA 
Blandówki;Blandówka;Blandówka;ADAB 
Duraczyzny;Duraczyzna;Duraczyzna;ADAAA 
Kośnika;Kośnik;Kośnik;ACABBA 
Krupinówki;Krupinówka;Krupinówka;ADAB 
Szpuntówki;Szpuntówka;Szpuntówka;ADAB 
Wydrzywilka;Wydrzywilk;Wydrzywilk;ABAC 
Szczurowca;Szczurowiec;Szczurowiec;ACACBC 
Robaczewa;Robaczewo;Robaczewo;AEAAAB 
Kolonii Ostrowickiej;Kolonia Ostrowicka;Kolonia Ostrowicka;ADACBAA CBA 
Wólki Somiankowskiej;Wólka Somiankowska;Wólka Somiankowska;ADAB ADACCBB 
Czerlonki Leśnej;Czerlonka Leśna;Czerlonka Leśna;ADAB ADACCBA 
Wólki Miedzyńskiej;Wólka Miedzyńska;Wólka Miedzyńska;ADAB ADACCBB 
Kuklowej;Kuklowa;Kuklowa;CAB 
Kolonii Luszawy;Kolonia Luszawa;Kolonia Luszawa;ADACBAA ADAAA 
Zagrody;Zagroda;Zagroda;ADAAA 
Zabiałej;Zabiała;Zabiała;CAB 
Derkacówki;Derkacówka;Derkacówka;ADAB 
Kamiennej;Kamienna;Kamienna;CAB 
Gąski;Gąska;Gąska;ADAB 
Dolnej Kolonii;Dolna Kolonia;Dolna Kolonia;ADACCBA ADACBAA 
Zwierzęciny;Zwierzęcina;Zwierzęcina;ADAAA 
Podlipowej;Podlipowa;Podlipowa;CAB 
Mieczkówki;Mieczkówka;Mieczkówka;ADAB 
Leszczki Małej;Leszczka Mała;Leszczka Mała;ADAB CAB 
Spotkania;Spotkanie;Spotkanie;AEBAA 
Pasiecznej;Pasieczna;Pasieczna;CAB 
Małej Grobli;Mała Grobla;Mała Grobla;CAB ADACBAA 
Wardęgi;Wardęga;Wardęga;ADAB 
Podlesia;Podleś;Podleś;AAABAB 
Giedni-Kolonii;Giednia-Kolonia;Giednia-Kolonia;ADACBAA ADACBAA 
Lipy-Gajówki;Lipa-Gajówka;Lipa-Gajówka;ADAAA ADAB 
Malikowej;Malikowa;Malikowa;ADACCAA 
Koleńszczówki;Koleńszczówka;Koleńszczówka;ADAB 
Stachnikówki;Stachnikówka;Stachnikówka;ADAB 
Grobli-Młyna;Grobla-Młyn;Grobla-Młyn;ADACBAA ACAABAA 
Grodni;Grodnia;Grodnia;ADACBAA 
Brzanowej;Brzanowa;Brzanowa;ADACCAA 
Wizentala;Wizental;Wizental;ACACBAA 
Misierówki;Misierówka;Misierówka;ADAB 
Kamocinka;Kamocinek;Kamocinek;ACABBA 
Małego Rachowca;Mały Rachowiec;Mały Rachowiec;CAB AAACBA 
Kolonii Kokoszewa;Kolonia Kokoszewo;Kolonia Kokoszewo;ADACBAA AEAAAB 
Kwiatka;Kwiatek;Kwiatek;ACABBA 
Dyrdałówki;Dyrdałówka;Dyrdałówka;ADAB 
Kolumny-Lasu;Kolumna-Las;Kolumna-Las;ADAAA ACAAAAA 
Kopydłowa;Kopydłów;Kopydłów;ABABAAA 
Pomianu;Pomian;Pomian;ACAAAAA 
Małachowa Fabrycznego;Małachów Fabryczny;Małachów Fabryczny;ACAABAA CAB 
Suchego Gruntu;Suchy Grunt;Suchy Grunt;CAB ACAAAAA 
Bobaka;Bobak;Bobak;ABAC 
Lasowej;Lasowa;Lasowa;ADACCAA 
Śremska;Śremsko;Śremsko;AEAAAA 
Samogrodu;Samogród;Samogród;ACAAAAA 
Świerenki;Świerenka;Świerenka;ADAB 
Miarkówki;Miarkówka;Miarkówka;ADAB 
Polokowia;Polokowie;Polokowie;AEBAC 
Chrominka;Chrominek;Chrominek;ACABBA 
Seredówki;Seredówka;Seredówka;ADAB 
Jachimówki;Jachimówka;Jachimówka;ADAB 
Kopaniny;Kopanina;Kopanina;ADAAA 
Świężycy;Świężyca;Świężyca;ADACABB 
Żurady;Żurada;Żurada;ADAAA 
Gardnej;Gardna;Gardna;ADACCBA 
Gapionki;Gapionka;Gapionka;ADAB 
Kolonii Pisanicy;Kolonia Pisanica;Kolonia Pisanica;ADACBAA ADACABB 
Wstronia;Wstronie;Wstronie;AEBAC 
Kolonii Wiktorowskiej;Kolonia Wiktorowska;Kolonia Wiktorowska;ADACBAA ADACCBB 
Sosnówki Górnej;Sosnówka Górna;Sosnówka Górna;ADAB ADACCBA 
Osiedla Warszawskiej;Osiedle Warszawska;Osiedle Warszawska;BDA ADACCBB 
Sporniaka;Sporniak;Sporniak;ABAC 
Karówki;Karówka;Karówka;ADAB 
Komaszówki;Komaszówka;Komaszówka;ADAB 
Wielkiej Nieszawki;Wielka Nieszawka;Wielka Nieszawka;ADACCBB ADAB 
Piłatowszczyzny;Piłatowszczyzna;Piłatowszczyzna;ADAAA 
Skarpy Powsińskiej;Skarpa Powsińska;Skarpa Powsińska;ADAAA ADACCBB 
Jagodówki;Jagodówka;Jagodówka;ADAB 
Germanichy;Germanicha;Germanicha;ADAAA 
Wólki Paruszewskiej;Wólka Paruszewska;Wólka Paruszewska;ADAB ADACCBB 
Zębalówki;Zębalówka;Zębalówka;ADAB 
Wieprzówki;Wieprzówka;Wieprzówka;ADAB 
Kaniówki;Kaniówka;Kaniówka;ADAB 
Lemana;Leman;Leman;AAADAA 
Bukowiny Bobrzańskiej Górnej;Bukowina Bobrzańska Górna;Bukowina Bobrzańska Górna;ADAAA ADACCBB ADACCBA 
Kolonii Kołodzieży;Kolonia Kołodzież;Kolonia Kołodzież;ADACBAA ADCAB 
Osiedla ZMS;Osiedle ZMS;Osiedle ZMS;BDA AEBAA 
Rudy Solskiej;Ruda Solska;Ruda Solska;ADAAA ADACCBB 
Wodokaczki;Wodokaczka;Wodokaczka;ADAB 
Ropienki Górnej;Ropienka Górna;Ropienka Górna;ADAB ADACCBA 
Branicy Kalinowskiej;Branica Kalinowska;Branica Kalinowska;ADACABB ADACCBB 
Wąsosza Dolnego;Wąsosz Dolny;Wąsosz Dolny;ACACBBA CAB 
Mokrzycy Dziewiątej;Mokrzyca Dziewiąta;Mokrzyca Dziewiąta;ADACABB CAB 
Ołoboku;Ołobok;Ołobok;ACABA 
Browarnika;Browarnik;Browarnik;ACABBA 
Wyrzykowszczyzny;Wyrzykowszczyzna;Wyrzykowszczyzna;ADAAA 
Majdanu Średniego;Majdan Średni;Majdan Średni;ACAAAAA AAFC 
Zbójki;Zbójka;Zbójka;ADAB 
Pasiudówki;Pasiudówka;Pasiudówka;ADAB 
Jażdża;Jażdże;Jażdże;AEBAB 
Garbatki Nowej;Garbatka Nowa;Garbatka Nowa;ADAB ADACCAA 
Schabowca;Schabowiec;Schabowiec;ACACBC 
Kolonii Nasiłowa;Kolonia Nasiłów;Kolonia Nasiłów;ADACBAA ABABAAA 
Dubowskiej;Dubowska;Dubowska;ADACCBB 
Starego Jawornika;Stary Jawornik;Stary Jawornik;CAA ACABBA 
Sławomierza;Sławomierz;Sławomierz;ACACBBA 
Mnichu-Ośrodka;Mnich-Ośrodek;Mnich-Ośrodek;ACAABB ACABBA 
Łukowca;Łukowiec;Łukowiec;ACACBC 
Boksyckiej;Boksycka;Boksycka;CBA 
Małej Osówki;Mała Osówka;Mała Osówka;CAB ADAB 
Sosinówki;Sosinówka;Sosinówka;ADAB 
Krępska;Krępsko;Krępsko;AEAAAA 
Bylicówki;Bylicówka;Bylicówka;ADAB 
Radowej;Radowa;Radowa;CAB 
Eustachowa Dużego;Eustachów Duży;Eustachów Duży;ACAABAA AAEA 
Kalinowej;Kalinowa;Kalinowa;ADACCAA 
Wójtowskiego Borku;Wójtowski Borek;Wójtowski Borek;CBA ACABBA 
Swornicy;Swornica;Swornica;ADACABB 
Grosówki;Grosówka;Grosówka;ADAB 
Osiedla Musiała;Osiedle Musiała;Osiedle Musiała;BDA AGDAA 
Cichoniówki;Cichoniówka;Cichoniówka;ADAB 
Obrotu;Obrót;Obrót;ACAAAAA 
Stawiny;Stawina;Stawina;ADAAA 
Czuchówki;Czuchówka;Czuchówka;ADAB 
Smarzewa;Smarzewo;Smarzewo;AEAAAB 
Będargowca;Będargowiec;Będargowiec;ACACBC 
Hamerni;Hamernia;Hamernia;ADACBAA 
Engliszówki;Engliszówka;Engliszówka;ADAB 
Bartkowskiego Dworu;Bartkowski Dwór;Bartkowski Dwór;CBA ACAAAAA 
Ewiny;Ewina;Ewina;ADAAA 
Habajdziaka;Habajdziak;Habajdziak;ABAC 
Gajówki Zadobrza;Gajówka Zadobrze;Gajówka Zadobrze;ADAB AEBAB 
Zwarcienka;Zwarcienko;Zwarcienko;AEAAAA 
Mieliwa;Mieliwo;Mieliwo;AEAAAB 
Stegienki;Stegienka;Stegienka;ADAB 
Bidzińszczyzny;Bidzińszczyzna;Bidzińszczyzna;ADAAA 
Zielenicy;Zielenica;Zielenica;ADACABB 
Benenarda;Benenard;Benenard;AAADAA 
Podklonówki;Podklonówka;Podklonówka;ADAB 
Gołębnika;Gołębnik;Gołębnik;ACABBA 
Garaszewa;Garaszewo;Garaszewo;AEAAAB 
Wielkolasu;Wielkolas;Wielkolas;ACAAAAA 
Krawcowizny;Krawcowizna;Krawcowizna;ADAAA 
Florówki;Florówka;Florówka;ADAB 
Tadeuszewa;Tadeuszewo;Tadeuszewo;AEAAAB 
Kolonii Długiego Ługu;Kolonia Długi Ług;Kolonia Długi Ług;ADACBAA CBA ACABA 
Kolonii Ludmiłówki;Kolonia Ludmiłówka;Kolonia Ludmiłówka;ADACBAA ADAB 
Wierzchowiska;Wierzchowisko;Wierzchowisko;AEAAAA 
Wituni-Wybudowania;Witunia-Wybudowanie;Witunia-Wybudowanie;ADACBBB AEBAA 
Nowej Sławogóry;Nowa Sławogóra;Nowa Sławogóra;ADACCAA AABCBAB 
Kolonii Szlacheckiej;Kolonia Szlachecka;Kolonia Szlachecka;ADACBAA CBA 
Nowej Gorzelni;Nowa Gorzelnia;Nowa Gorzelnia;ADACCAA ADACBAA 
Bagienki;Bagienka;Bagienka;ADAB 
Dzikówki;Dzikówka;Dzikówka;ADAB 
Ścięgnicy;Ścięgnica;Ścięgnica;ADACABB 
Bienaszówki;Bienaszówka;Bienaszówka;ADAB 
Długowizny;Długowizna;Długowizna;ADAAA 
Grzybowca;Grzybowiec;Grzybowiec;ACACBC 
Tuchowa;Tuchów;Tuchów;ACAABAA 
Słoku;Słok;Słok;ACABA 
Kobylnika;Kobylnik;Kobylnik;ACABBA 
Poduchownej;Poduchowna;Poduchowna;ADACCBA 
Ostrożanki;Ostrożanka;Ostrożanka;ADAB 
Sątyrza Pierwszego;Sątyrz Pierwszy;Sątyrz Pierwszy;AAABD CAB 
Poduchownego;Poduchowny;Poduchowny;CAB 
Klekowca;Klekowiec;Klekowiec;ABAAAB 
Dziupliny;Dziuplina;Dziuplina;ADAAA 
Krzyżyka Iłowskiego;Krzyżyk Iłowski;Krzyżyk Iłowski;ABAC CBA 
Motorniowej;Motorniowa;Motorniowa;ADACCAA 
Papówki;Papówka;Papówka;ADAB 
Ryniasa;Rynias;Rynias;AAADAA 
Muniny;Munina;Munina;ADAAA 
Ryżowanej;Ryżowana;Ryżowana;ADACCBA 
Bernadówki;Bernadówka;Bernadówka;ADAB 
Leśniczówki Jaktórki;Leśniczówka Jaktórka;Leśniczówka Jaktórka;ADAB ADAB 
Gajówki Zębca;Gajówka Zębiec;Gajówka Zębiec;ADAB ACACBC 
Zakrętu-Beskidu;Zakręt-Beskid;Zakręt-Beskid;ACAAAAA ACAAAAA 
Patorówki;Patorówka;Patorówka;ADAB 
Gowarzewa;Gowarzewo;Gowarzewo;AEAAAB 
Ustupu;Ustup;Ustup;ACAAAAA 
Krupca;Krupiec;Krupiec;ACACBC 
Zasadzia;Zasadzie;Zasadzie;AEBAC 
Łukomierza;Łukomierz;Łukomierz;ACACBBA 
Rewicy-Kolonii;Rewica-Kolonia;Rewica-Kolonia;ADACABB ADACBAA 
Skrzeszówki;Skrzeszówka;Skrzeszówka;ADAB 
Kolonii Jabłoni;Kolonia Jabłoń;Kolonia Jabłoń;ADACBAA ADCAAA 
Piaszczyny;Piaszczyna;Piaszczyna;ADAAA 
Buszewa;Buszewo;Buszewo;AEAAAB 
Żarnówki Dużej;Żarnówka Duża;Żarnówka Duża;ADAB ADACCBA 
Rybaczówki;Rybaczówka;Rybaczówka;ADAB 
Trzemoszny;Trzemoszna;Trzemoszna;ADAAA 
Wólki Dobryńskiej;Wólka Dobryńska;Wólka Dobryńska;ADAB ADACCBB 
Kolbuszowej Górnej;Kolbuszowa Górna;Kolbuszowa Górna;ADACCAA ADACCBA 
Dziadówki;Dziadówka;Dziadówka;ADAB 
Świebodzińskiej Kolonii;Świebodzińska Kolonia;Świebodzińska Kolonia;ADACCBB ADACBAA 
Chocińskiego Młyna;Chociński Młyn;Chociński Młyn;AAFB ACAABAA 
Starogardu Gdańskiego;Starogard Gdański;Starogard Gdański;ACAAAAA CBA 
Czarnego Ługu;Czarny Ług;Czarny Ług;CAB ACABA 
Klęskówki;Klęskówka;Klęskówka;ADAB 
Olchowca-Kolonii;Olchowiec-Kolonia;Olchowiec-Kolonia;ACACBC ADACBAA 
Pomakowicy;Pomakowica;Pomakowica;ADACABB 
Blonki;Blonka;Blonka;ADAB 
Drągowiny;Drągowina;Drągowina;ADAAA 
Grabecznika;Grabecznik;Grabecznik;ACABBA 
Pabianki;Pabianka;Pabianka;ADAB 
Kolejki;Kolejka;Kolejka;ADAB 
Bartosza;Bartosz;Bartosz;ACACBBA 
Ofelii;Ofelia;Ofelia;ADACBAA 
Zieliny;Zielina;Zielina;ADAAA 
Nowej Bukówki;Nowa Bukówka;Nowa Bukówka;ADACCAA ADAB 
Sagardylówki;Sagardylówka;Sagardylówka;ADAB 
Piskorca;Piskorzec;Piskorzec;ACACBC 
Psiepola;Psiepole;Psiepole;AEBAA 
Brodu;Bród;Bród;ACAAAAA 
Księżyzny;Księżyzna;Księżyzna;ADAAA 
Supień;Supienie;Supienie;AEBAA 
Ogniwa;Ogniwo;Ogniwo;AEAAAB 
Kolonii Różana;Kolonia Różan;Kolonia Różan;ADACBAA ABABAAA 
Kolonii Koziegłowskiej;Kolonia Koziegłowska;Kolonia Koziegłowska;ADACBAA ADACCBB 
Dryi;Dryja;Dryja;ADACBAA 
Łopaty;Łopata;Łopata;AABDAA 
Misurowej;Misurowa;Misurowa;ADACCAA 
Siemierza Górnego;Siemierz Górny;Siemierz Górny;ACACBBA CAB 
Juchnowca Górnego;Juchnowiec Górny;Juchnowiec Górny;ACACBC CAB 
Lubowidza;Lubowidz;Lubowidz;AAABAB 
Kolonii Tarnówki;Kolonia Tarnówka;Kolonia Tarnówka;ADACBAA ADAB 
Kolonii Burdynówki;Kolonia Burdynówka;Kolonia Burdynówka;ADACBAA ADAB 
Kolonii Szyldaka;Kolonia Szyldak;Kolonia Szyldak;ADACBAA AAADBA 
Kostrogi;Kostroga;Kostroga;ADAB 
Śliwnika;Śliwnik;Śliwnik;ACABBA 
Wólki Zatorskiej;Wólka Zatorska;Wólka Zatorska;ADAB ADACCBB 
Moniakówki;Moniakówka;Moniakówka;ADAB 
Rybiczyzny;Rybiczyzna;Rybiczyzna;ADAAA 
Doliny Chochołowskiej;Dolina Chochołowska;Dolina Chochołowska;ADAAA ADACCBB 
Ścinawy;Ścinawa;Ścinawa;ADAAA 
Wołtuszowej;Wołtuszowa;Wołtuszowa;ADACCAA 
Cerchli;Cerchla;Cerchla;ADACBAA 
Cepna;Cepno;Cepno;AEAAAB 
Scięgna;Scięgno;Scięgno;AEAAAB 
Kolonii Molzy;Kolonia Molza;Kolonia Molza;ADACBAA ADAAA 
Rudnika Szlacheckiego;Rudnik Szlachecki;Rudnik Szlachecki;ACABBA CBA 
Gęsianki;Gęsianka;Gęsianka;ADAB 
ZOR Zachodu;ZOR Zachód;ZOR Zachód;AEBAA ACAAAAA 
Nowej Kamionki;Nowa Kamionka;Nowa Kamionka;ADACCAA ADAB 
Cięciwy;Cięciwa;Cięciwa;ADAAA 
Puszyny;Puszyna;Puszyna;ADAAA 
Wierzyska;Wierzysko;Wierzysko;AEAAAA 
Nowego Lądu;Nowy Ląd;Nowy Ląd;CAB ACAAAAA 
Upłazu;Upłaz;Upłaz;ACAAAAA 
Sępowej;Sępowa;Sępowa;CAB 
Wolańszczyzny;Wolańszczyzna;Wolańszczyzna;ADAAA 
Kleszczyny Średniej;Kleszczyna Średnia;Kleszczyna Średnia;ADAAA CBB 
Nowego Dworku;Nowy Dworek;Nowy Dworek;CAB ACABBA 
Banacha;Banach;Banach;ABABAAB 
Goliszowca;Goliszowiec;Goliszowiec;AAACBA 
Płoskini;Płoskinia;Płoskinia;ADACBABA 
Kutowej;Kutowa;Kutowa;CAB 
Truszczycy;Truszczyca;Truszczyca;ADACABB 
Buchty;Buchta;Buchta;ADAAA 
Leszczanki;Leszczanka;Leszczanka;ADAB 
Chotyłowa;Chotyłów;Chotyłów;ABABAAA 
Chropaczówki;Chropaczówka;Chropaczówka;ADAB 
Kozłowskiej Ławy;Kozłowska Ława;Kozłowska Ława;ADACCBB ADAAA 
Wiśniowej Alei;Wiśniowa Aleja;Wiśniowa Aleja;ADACCAA ADACBAA 
Łąskiego Pieca;Łąski Piec;Łąski Piec;CBA ACACBC 
Wilkołaza Poduchownego;Wilkołaz Poduchowny;Wilkołaz Poduchowny;ACAABAA CAB 
Tarnawy Dużej;Tarnawa Duża;Tarnawa Duża;ADAAA ADACCBA 
Kolonii Branicy;Kolonia Branica;Kolonia Branica;ADACBAA ADACABB 
Szerominka;Szerominek;Szerominek;ACABBA 
Czerśli;Czerśl;Czerśl;ADCAAA 
Pernalówki Drugiej;Pernalówka Druga;Pernalówka Druga;ADAB CBA 
Zgnilca;Zgnilec;Zgnilec;ACACBC 
Annoboru;Annobór;Annobór;ACAAAAA 
Dziegciarki;Dziegciarka;Dziegciarka;ADAB 
Poćwiercia;Poćwiercie;Poćwiercie;AEBAA 
Podjędrzejówki;Podjędrzejówka;Podjędrzejówka;ADAB 
Frywałdu;Frywałd;Frywałd;ACAAAAA 
Grabowicy;Grabowica;Grabowica;ADACABB 
Stołczyny;Stołczyna;Stołczyna;ADAAA 
Rutwicy;Rutwica;Rutwica;ADACABB 
Porębówki;Porębówka;Porębówka;ADAB 
Peclówki;Peclówka;Peclówka;ADAB 
Morochowa;Morochów;Morochów;ACAABAA 
Podryżowanej;Podryżowana;Podryżowana;ADACCBA 
Sojawy;Sojawa;Sojawa;ADAAA 
Szczekanicy;Szczekanica;Szczekanica;ADACABB 
Lichyni;Lichynia;Lichynia;ADACBAA 
Łodzierza;Łodzierz;Łodzierz;ACACBBA 
Chobędzy;Chobędza;Chobędza;ADACABB 
Żabiorka;Żabiorek;Żabiorek;ACABBA 
Chąsiówki;Chąsiówka;Chąsiówka;ADAB 
Czernichowa Górnego;Czernichów Górny;Czernichów Górny;ACAABAA CAB 
Tarła-Kolonii;Tarło-Kolonia;Tarło-Kolonia;AEAAAB ADACBAA 
Kolonii Wierzby;Kolonia Wierzba;Kolonia Wierzba;ADACBAA ADAAA 
Kolonii Pilca;Kolonia Pilec;Kolonia Pilec;ADACBAA ACACBC 
Turzyczki;Turzyczka;Turzyczka;ADAB 
Zaskwiery;Zaskwiera;Zaskwiera;ADAAA 
Cycońki;Cycońka;Cycońka;ADAB 
Pawełkówki;Pawełkówka;Pawełkówka;ADAB 
Skwirzowej-Młyna;Skwirzowa-Młyn;Skwirzowa-Młyn;ADACCAA ACAABAA 
Kocianki;Kocianka;Kocianka;ADAB 
Stępowizny;Stępowizna;Stępowizna;ADAAA 
Zasteczki;Zasteczka;Zasteczka;ADAB 
Kadzielni;Kadzielnia;Kadzielnia;ADACBAA 
Doliny Borkowej;Dolina Borkowa;Dolina Borkowa;ADAAA CAB 
Pokrętu;Pokręt;Pokręt;ACAAAAA 
Osiedla Zbylitowskiej;Osiedle Zbylitowska;Osiedle Zbylitowska;BDA ADACCBB 
Annogóry;Annogóra;Annogóra;AABCBAB 
Bobrka-Kolonii;Bobrek-Kolonia;Bobrek-Kolonia;ACABBA ADACBAA 
Kamienicy Polskiej;Kamienica Polska;Kamienica Polska;ADACABB ADACCBB 
Kolonii Chełmca;Kolonia Chełmiec;Kolonia Chełmiec;ADACBAA ABAAAB 
Zomościa;Zomość;Zomość;AAAAC 
Juryszewa;Juryszewo;Juryszewo;AEAAAB 
Łostóweczki;Łostóweczka;Łostóweczka;ADAB 
Bażanciarni;Bażanciarnia;Bażanciarnia;ADACBAA 
Ćwiękałówki;Ćwiękałówka;Ćwiękałówka;ADAB 
Mielnickiego Brzegu;Mielnicki Brzeg;Mielnicki Brzeg;CBA ACABA 
Starej Łomży;Stara Łomża;Stara Łomża;CAA ADACAA 
Stanaszkówki;Stanaszkówka;Stanaszkówka;ADAB 
Pala;Pal;Pal;ABAABA 
Kuznocinka;Kuznocinek;Kuznocinek;ACABBA 
Szarki;Szarka;Szarka;ADAB 
Majdanu Krężnickiego;Majdan Krężnicki;Majdan Krężnicki;ACAAAAA CBA 
Purdki;Purdka;Purdka;ADAB 
Osiedla Sikornik;Osiedle Sikornik;Osiedle Sikornik;BDA ABAC 
Osiedla Brzostowego;Osiedle Brzostowe;Osiedle Brzostowe;BDA AEBBB 
Majchrzakowej;Majchrzakowa;Majchrzakowa;CAB 
Kolonii Kołczewa;Kolonia Kołczewo;Kolonia Kołczewo;ADACBAA AEAAAB 
Kolonii Leśnej;Kolonia Leśna;Kolonia Leśna;ADACBAA ADACCBA 
Brysiówki;Brysiówka;Brysiówka;ADAB 
