Dopełniacz;Mianownik
Lnisk;Lniska
Gawerkowa;Gawerków
Blandówki;Blandówka
Duraczyzny;Duraczyzna
Wilchw;Wilchwy
Popowa;Popów
Pietruchowego;Pietruchowe
Koszyc;Koszyce
Kośnika;Kośnik
Wiadrowa;Wiadrowo
Skubisów;Skubisy
Krupinówki;Krupinówka
Szarawary;Szarawara
Tłoczka;Tłoczek
Bogaczy;Bogacze
Homotów;Homoty
Stępocina;Stępocin
Dylewka;Dylewko
Więzików;Więziki
Szpuntówki;Szpuntówka
Wydrzywilka;Wydrzywilk
Zięciuków;Zięciuki
Burdzy;Burdze
Przybkowic;Przybkowice
Dionizowa;Dionizów
Robaczewa;Robaczewo
Łobodów;Łobody
Jarzyc;Jarzyce
Wądolna;Wądolno
Łososiowic;Łososiowice
Świbna;Świbno
Radkowa;Radków
Pianek;Pianki
Zakanału;Zakanał
Krampy;Krampa
Średzińskich;Średzińskie
Łobody;Łoboda
Smaszewa;Smaszew
Skupnego;Skupne
Bąblińca;Bąbliniec
Pyszącej;Pysząca
Nadbrzezia;Nadbrzezie
Zagnańska;Zagnańsk
Wytoka;Wytok
Kamiennego;Kamienny
Zagrody;Zagroda
Szwedów;Szwedzi
Zagród;Zagrody
Radomic;Radomice
Gaszowa;Gaszów
Zabiałej;Zabiała
Derkacówki;Derkacówka
Kamiennej;Kamienna
Poważego;Poważe
Gąski;Gąska
Gąsek;Gąski
Ostrzeszewa;Ostrzeszewo
Kubiców;Kubice
Kozła;Kozieł
Zaklikowa;Zaklików
Większyc;Większyce
Wtórka;Wtórek
Chajdyc;Chajdyce
Sędziszowic;Sędziszowice
Jaryszowa;Jaryszów
Podlipowej;Podlipowa
Kretowin;Kretowiny
Mieczkówki;Mieczkówka
Piotrowiczek;Piotrowiczki
Skaj;Skaje
Czachówek;Czachówki
Czachówka;Czachówko
Niekurzy;Niekurza
Daszewic;Daszewice
Piskajn;Piskajny
Spotkania;Spotkanie
Chocianowa;Chocianów
Pasiecznej;Pasieczna
Kostur;Kostury
Osipów;Osipy
Wardęgi;Wardęga
Podlesia;Podleś
Jagodzińca;Jagodziniec
Celinki;Celinka
Teresinka;Teresinek
Celinek;Celinki
Posucicic;Posucice
Malikowej;Malikowa
Koteż;Koteże
Koleńszczówki;Koleńszczówka
Momajn;Momajny
Stachnikówki;Stachnikówka
Grodni;Grodnia
Sarnówka;Sarnówek
Steblewa;Steblewo
Brzanowej;Brzanowa
Wizentala;Wizental
Leobrada;Leobrad
Rówiec;Rówce
Misierówki;Misierówka
Kamocinka;Kamocinek
Nowolesia;Nowolesie
Jesionnej;Jesionna
Jesionnego;Jesionne
Gostyczyny;Gostyczyna
Zagrzędów;Zagrzędy
Ignachów;Ignachy
Kwiatka;Kwiatek
Dyrdałówki;Dyrdałówka
Radzikówka;Radzikówek
Kopydłowa;Kopydłów
Ugodowa;Ugodów
Pruchnika;Pruchnik
Pomianu;Pomian
Dziasków;Dziaski
Bryńska;Bryńsk
Jankowa;Janków
Gojków;Gojki
Słupnicy;Słupnica
Marek;Marki
Daniłowa;Daniłowo
Bobaka;Bobak
Lasowych;Lasowe
Dobrzynia;Dobrzyń
Lasowej;Lasowa
Bzin;Bziny
Śremska;Śremsko
Samogrodu;Samogród
Świerenki;Świerenka
Miarkówki;Miarkówka
Dobrzykowa;Dobrzykowo
Antosina;Antosin
Gosiowa;Gosiów
Rębiszowa;Rębiszów
Olechów;Olechy
Polokowia;Polokowie
Chrominka;Chrominek
Płonego;Płone
Niedarzyna;Niedarzyn
Dąbrówka;Dąbrówek
Dorowa;Dorowo
Seredówki;Seredówka
Morawiaków;Morawiaki
Jachimówki;Jachimówka
Chodlewa;Chodlewo
Stasiani;Stasianie
Kopaniny;Kopanina
Galumina;Galumin
Kozicowa;Koziców
Rejowa;Rejów
Kopanina;Kopanino
Świężycy;Świężyca
Bębnowa;Bębnów
Śmierdnicy;Śmierdnica
Rulewka;Rulewek
Kopaninin;Kopaniny
Żurady;Żurada
Jaszków;Jaszki
Bożkówka;Bożkówek
Gardna;Gardno
Tymina;Tymin
Gardnej;Gardna
Gapionki;Gapionka
Robaw;Robawy
Moszyn;Moszyny
Podgroblan;Podgroblany
Cieśninin;Cieśniny
Sporniaka;Sporniak
Kolemczyc;Kolemczyce
Capków;Capki
Komaszówki;Komaszówka
Stepków;Stepki
Podchojników;Podchojniki
Piłatowszczyzny;Piłatowszczyzna
Jagodówki;Jagodówka
Germanichy;Germanicha
Przytoki;Przytoka
Bron;Brony
Przytok;Przytoki
Zębalówki;Zębalówka
Jarosławia;Jarosław
Wieprzówki;Wieprzówka
Sarny;Sarna
Jastrowia;Jastrowie
Kaniówki;Kaniówka
Lemana;Leman
Busina;Busin
Kolczyna;Kolczyn
Laury;Laura
Podworza;Podworze
Kadłubi;Kadłubia
Reszkowiec;Reszkowce
Godaszewic;Godaszewice
Duńkowic;Duńkowice
Zapiecznego;Zapieczne
Bolestraszyc;Bolestraszyce
Skowierzyna;Skowierzyn
Mieroszowa;Mieroszów
Gunic;Gunice
Kociniaka;Kociniak
Chrośna;Chrośno
Nagórzyc;Nagórzyce
Grochówka;Grochówek
Kuściniec;Kuścińce
Dawidówki;Dawidówka
Chrośny;Chrośna
Boconka;Boconek
Zawądródzia;Zawądródź
Śpigla;Śpigiel
Bolegorzyna;Bolegorzyn
Karlikowa;Karlikowo
Sieciejowa;Sieciejów
Ołoboku;Ołobok
Browarnika;Browarnik
Łowoszowa;Łowoszów
Podbieśca;Podbiesiec
Bakuły;Bakuła
Wołkusznego;Wołkuszne
Unieradza;Unieradz
Wyrzykowszczyzny;Wyrzykowszczyzna
Mirocina;Mirocin
Szlam;Szlamy
Zbójki;Zbójka
Pasiudówki;Pasiudówka
Jażdża;Jażdże
Kęsoniowej;Kęsoniowa
Krzcięcina;Krzcięcin
Schabowca;Schabowiec
Pyrzyc;Pyrzyce
Swór;Swory
Walgi;Walga
Goświnowic;Goświnowice
Dubowskiej;Dubowska
Piotrowic;Piotrowice
Zabrogów;Zabrogi
Rzepowskiego;Rzepowskie
Czach;Czachy
Sławomierza;Sławomierz
Pokusów;Pokusy
Harbutowic;Harbutowice
Terebeli;Terebela
Łukowca;Łukowiec
Podmęczek;Podmęczki
Boksyckiej;Boksycka
Pętaków;Pętaki
Turobowa;Turobów
Sokolnik;Sokolniki
Stołczyna;Stołczyn
Krępska;Krępsko
Stolina;Stolin
Radowa;Radowo
Bylicówki;Bylicówka
Staniewic;Staniewice
Orzełków;Orzełki
Stramów;Stramy
Radowej;Radowa
Tapilkajm;Tapilkajmy
Wymysłowic;Wymysłowice
Lasu;Las
Swornicy;Swornica
Grosówki;Grosówka
Jegli;Jegle
Kocenek;Kocenki
Chałupczyna;Chałupczyn
Wichowa;Wichowo
Cichoniówki;Cichoniówka
Obrowa;Obrów
Obrotu;Obrót
Chójek;Chójki
Stawiny;Stawina
Czuchówki;Czuchówka
Jamboreka;Jamborek
Łażewa;Łażewo
Smarzewa;Smarzewo
Będargowca;Będargowiec
Pierwoszyna;Pierwoszyno
Hamerni;Hamernia
Engliszówki;Engliszówka
Tamożni;Tamożnia
Gręboszyc;Gręboszyce
Ewiny;Ewina
Habajdziaka;Habajdziak
Wierzchów;Wierzchy
Dobrowa;Dobrów
Zwarcienka;Zwarcienko
Gładyszy;Gładysze
Sawina;Sawino
Dachowy;Dachowa
Stegienki;Stegienka
Podstrumieni;Podstrumienie
Przeradowa;Przeradowo
Bidzińszczyzny;Bidzińszczyzna
Zielenicy;Zielenica
Benenarda;Benenard
Zielenic;Zielenice
Krzeczowic;Krzeczowice
Morzewka;Morzewko
Wirek;Wirki
Józefina;Józefin
Podklonówki;Podklonówka
Polkowskiego;Polkowskie
Sulnowa;Sulnowo
Pęzina;Pęzino
Garaszewa;Garaszewo
Gniazda;Gniazdo
Frużowa;Frużów
Ułtowa;Ułtowo
Wielkolasu;Wielkolas
Zatrostyńca;Zatrostyniec
Obrębu;Obrąb
Wolanówki;Wolanówka
Zachoinia;Zachoinie
Krawcowizny;Krawcowizna
Florówki;Florówka
Tęczynopola;Tęczynopol
Palmówki;Palmówka
Podjastrzębika;Podjastrzębik
Brend;Brendy
Bodzewa;Bodzew
Drzonka;Drzonek
Tadeuszewa;Tadeuszewo
Trzaskowa;Trzaskowo
Samborza;Sambórz
Felicjana;Felicjan
Łumpi;Łumpia
Ponik;Poniki
Watówek;Watówki
Rykowca;Rykowiec
Wierzchowiska;Wierzchowisko
Malinkowa;Malinkowo
Szymborna;Szymborno
Żelek;Żelki
Nowaków;Nowaki
Nadkola;Nadkole
Strażnika;Strażnik
Dzikówka;Dzikówko
Dzikówki;Dzikówka
Ścięgnicy;Ścięgnica
Gleźnowa;Gleźnowo
Orzyn;Orzyny
Bienaszówki;Bienaszówka
Długowizny;Długowizna
Stojadeł;Stojadła
Grzybowca;Grzybowiec
Tuchowa;Tuchów
Świetlina;Świetlino
Jeziorcza;Jeziorcze
Słoku;Słok
Zasuwy;Zasuwa
Wydorowa;Wydorowo
Talików;Talikowie
Zuzułki;Zuzułka
Kobylnika;Kobylnik
Poduchownej;Poduchowna
Ostrożanki;Ostrożanka
Poduchownego;Poduchowne
Ogorzelin;Ogorzeliny
Poduchownego;Poduchowny
Klekowca;Klekowiec
Osieczowa;Osieczów
Trzonówka;Trzonówek
Sitek;Sitki
Dziupliny;Dziuplina
Magnuszewic;Magnuszewice
Myszy;Mysze
Zelek;Zelki
Motorniowej;Motorniowa
Mierchówek;Mierchówki
Pczelina;Pczelino
Trąbów;Trąby
Żwirów;Żwiry
Ryniasa;Rynias
Załasza;Załasze
Łęgonia;Łęgoń
Muniny;Munina
Kini;Kinia
Będzieszyny;Będzieszyna
Broniewka;Broniewek
Seredlan;Seredlanie
Ryżowanej;Ryżowana
Paderewka;Paderewek
Dobrzejowa;Dobrzejów
Odpadka;Odpadek
Wereszczyna;Wereszczyn
Podsętkowa;Podsętków
Półrolka;Półrolek
Patorówki;Patorówka
Cekcyna;Cekcyn
Gowarzewa;Gowarzewo
Ustupu;Ustup
Radocin;Radociny
Zasadzia;Zasadzie
Czarnowa;Czarnów
Łukomierza;Łukomierz
Juliusza;Juliusz
Wujka;Wujek
Wojtusiców;Wojtusice
Zakrzewek;Zakrzewki
Zakrzewka;Zakrzewko
Kołaczowa;Kołaczów
Cimowa;Cimowo
Kobelnik;Kobelniki
Maręży;Maręże
Studennego;Studenne
Pietruszkowa;Pietruszkowo
Skrzeszówki;Skrzeszówka
Paniewka;Paniewek
Wyrębowa;Wyrębów
Drezna;Drezno
Chlewisk;Chlewiska
Piaszczyny;Piaszczyna
Nochowa;Nochowo
Buszewa;Buszewo
Rybaczówki;Rybaczówka
Bałowa;Bałowo
Błądziejewa;Błądziejewo
Dziadówki;Dziadówka
Ściborów;Ścibory
Dudowa;Dudowo
Dziadówek;Dziadówki
Chraskich;Chraskie
Jazdowic;Jazdowice
Droszkowic;Droszkowice
Zacharki;Zacharka
Podkazanowa;Podkazanów
Klęskówki;Klęskówka
Kropatwów;Kropatwy
Cezarowa;Cezarów
Rządkowa;Rządkowo
Justynowa;Justynów
Pomakowicy;Pomakowica
Zdanowic;Zdanowice
Blonki;Blonka
Byka;Byk
Drągowiny;Drągowina
Uszkowców;Uszkowce
Lubiankowa;Lubianków
Pabianek;Pabianki
Grabecznika;Grabecznik
Bełdna;Bełdno
Bystrojowic;Bystrojowice
Pabianki;Pabianka
Najmowa;Najmów
Wadzyna;Wadzyn
Bartosza;Bartosz
Bartosów;Bartosy
Ofelii;Ofelia
Niestkowa;Niestkowo
Czesławowa;Czesławowo
Drzewian;Drzewiany
Świdrowa;Świdrowo
Sagardylówki;Sagardylówka
Żarzyna;Żarzyn
Piskorca;Piskorzec
Horybka;Horybek
Niegłos;Niegłosy
Psiepola;Psiepole
Grabowna;Grabowno
Milerzysk;Milerzyska
Brodu;Bród
Księżyzny;Księżyzna
Okrzyc;Okrzyce
Supień;Supienie
Cimoszki;Cimoszka
Boćkowa;Boćków
Ogniwa;Ogniwo
Stuposian;Stuposiany
Mędrzyn;Mędrzyny
Swędzieniejewic;Swędzieniejewice
Bóbrki;Bóbrka
Dryi;Dryja
Stefków;Stefki
Pasiony;Pasiona
Górawina;Górawino
Łopaty;Łopata
Częstkowa;Częstkowo
Galewic;Galewice
Misurowej;Misurowa
Krasocina;Krasocin
Litynka;Litynek
Chełminka;Chełminko
Góry;Góra
Obwodnicy;Obwodnica
Domasowa;Domasowo
Kaliw;Kaliwy
Dobromyśla;Dobromyśl
Chomętowa;Chomętowo
Kostusina;Kostusin
Kołkowa;Kołkowo
Łośnic;Łośnice
Gór;Góry
Motwicy;Motwica
Karolowa;Karolów
Korzenna;Korzenno
Smielic;Smielice
Korzennej;Korzenna
Kostrogi;Kostroga
Wejherowa;Wejherowo
Sobierajki;Sobierajka
Rybiczyzny;Rybiczyzna
Ścinawy;Ścinawa
Dobrylewa;Dobrylewo
Porajowa;Porajów
Cerchli;Cerchla
Uniejowa;Uniejów
Bardiówka;Bardiówek
Cepna;Cepno
Szczercowa;Szczerców
Jajaków;Jajaki
Józefinka;Józefinek
Scięgna;Scięgno
Grzymałkowa;Grzymałków
Zarycza;Zarycze
Jonów;Jony
Satanów;Satany
Zosinowa;Zosinowo
Gęsianki;Gęsianka
Dobrzykowic;Dobrzykowice
Podstrobowa;Podstrobów
Mezowa;Mezowo
Kuks;Kuksy
Chmielińskiego;Chmielińskie
Bałamącka;Bałamącek
Przepałkowa;Przepałkowo
Diabłówki;Diabłówka
Runówka;Runówko
Sińczycy;Sińczyca
Miranowa;Miranowo
Brześc;Brześce
Ślagów;Ślagi
Radlanek;Radlanki
Połażejewa;Połażejewo
Wodoczy;Wodocza
Cięciwy;Cięciwa
Duczymina;Duczymin
Krukawy;Krukawa
Puszyny;Puszyna
Wierzyska;Wierzysko
Serok;Seroki
Rąpałówki;Rąpałówka
Sępowej;Sępowa
Wolańszczyzny;Wolańszczyzna
Jurczyc;Jurczyce
Pakszynka;Pakszynek
Huczwic;Huczwice
Nieceni;Niecenia
Kołtunka;Kołtunek
Banacha;Banach
Goliszowca;Goliszowiec
Plastowa;Plastowo
Tokarzów;Tokarze
Burkota;Burkot
Dziechowa;Dziechowo
Chalinka;Chalinek
Kutowej;Kutowa
Truszczycy;Truszczyca
Buchty;Buchta
Leszczanki;Leszczanka
Chotyłowa;Chotyłów
Chropaczówki;Chropaczówka
Czeczugów;Czeczugi
Pobiedzisk;Pobiedziska
Bary;Bara
Glicka;Glicko
Okulic;Okulice
Słonkowa;Słonków
Przedziałków;Przedziałki
Subiny;Subina
Hutników;Hutniki
Wąworkowa;Wąworków
Babska;Babsk
Trubakowa;Trubaków
Samostrzałowa;Samostrzałów
Kółka;Kółko
Brodziszowa;Brodziszów
Majkut;Majkuty
Zawiersza;Zawiersze
Smogórów;Smogóry
Masnej;Masna
Pantalowic;Pantalowice
Czerśli;Czerśl
Darownego;Darowne
Szczucina;Szczucin
Rukał;Rukały
Moskwina;Moskwin
Moli;Mole
Pisaków;Pisaki
Załuszkowa;Załuszkowo
Łat;Łaty
Annoboru;Annobór
Wdżarów;Wdżary
Dziegciarki;Dziegciarka
Poćwiercia;Poćwiercie
Podjędrzejówki;Podjędrzejówka
Frywałdu;Frywałd
Myjomic;Myjomice
Grabowicy;Grabowica
Ryni;Rynia
Grabowic;Grabowice
Stołczyny;Stołczyna
Celinowa;Celinów
Rutwicy;Rutwica
Rozciszewa;Rozciszewo
Lesiaków;Lesiaki
Rudołtowic;Rudołtowice
Wardężyna;Wardężyn
Targaszewa;Targaszew
Porębówki;Porębówka
Iżykowic;Iżykowice
Peclówki;Peclówka
Morochowa;Morochów
Podryżowanej;Podryżowana
Sojawy;Sojawa
Terebińca;Terebiniec
Kaniewa;Kaniew
Podkorzenna;Podkorzenno
Galasów;Galasy
Szczekanicy;Szczekanica
Krajenek;Krajenki
Przypuśnicy;Przypuśnica
Sobieszyna;Sobieszyn
Zakola;Zakole
Karolichy;Karolicha
Łodzierza;Łodzierz
Młudzyna;Młudzyn
Chąsiówki;Chąsiówka
Kozielic;Kozielice
Wyrzyska;Wyrzysk
Gołaszyna;Gołaszyn
Mankocina;Mankocin
Bierdzan;Bierdzany
Pęcicic;Pęcice
Grabianowa;Grabianowo
Wajdówki;Wajdówka
Barcikowic;Barcikowice
Zaskwiery;Zaskwiera
Cycońki;Cycońka
Kaczorów;Kaczory
Korczaków;Korczaki
Kocianki;Kocianka
Stępowizny;Stępowizna
Zasteczki;Zasteczka
Kadzielni;Kadzielnia
Pokrętu;Pokręt
Żołnierki;Żołnierka
Kołoząbia;Kołoząb
Kociełek;Kociełki
Rokitka;Rokitek
Annogóry;Annogóra
Sołokii;Sołokija
Koreji;Koreje
Gillershofu;Gillershof
Stodólna;Stodólno
Pored;Poredy
Strzydzawka;Strzydzawek
Leżuchowa;Leżuchowo
Zomościa;Zomość
Juryszewa;Juryszewo
Ogartówka;Ogartówko
Lublinowa;Lublinów
Raczynowa;Raczynów
Styczyrzy;Styczyrze
Bażanciarni;Bażanciarnia
Ciężkowa;Ciężków
Ćwiękałówki;Ćwiękałówka
Wodzieradów;Wodzierady
Stanaszkówki;Stanaszkówka
Pala;Pal
Kacina;Kacin
Szarków;Szarki
Krobielowic;Krobielowice
Kuznocinka;Kuznocinek
Rzepotowic;Rzepotowice
Szarki;Szarka
Budzina;Budzin
Podlesic;Podlesice
Chaptyzowa;Chaptyzów
Świechocina;Świechocin
Węgrzczy;Węgrzcza
Podkolonii;Podkolonia
Gnojenka;Gnojenko
Klemensowa;Klemensowo
Purdki;Purdka
Kisiel;Kisiele
Świderka;Świderek
Majchrzakowej;Majchrzakowa
Brysiówki;Brysiówka
Wokowic;Wokowice
Nowizny;Nowizna
Hanowa;Hanowo
Nowizn;Nowizny
Zabucza;Zabucze
Grucówki;Grucówka
Gilewa;Gilewo
Wodenicy;Wodenica
Łajzec;Łajzce
Szyszczyc;Szyszczyce
Zazdrości;Zazdrość
Słotnicy;Słotnica
Kamajówki;Kamajówka
Podrzębin;Podrzębiny
Wybudowań;Wybudowania
Wybudowania;Wybudowanie
Szlacheckiej;Szlachecka
Sawczyna;Sawczyn
Sąspowa;Sąspów
Czumowa;Czumów
Seroczek;Seroczki
Szczechowa;Szczechów
Gubałówki;Gubałówka
Antonowa;Antonów
Sieradza;Sieradz
Zgórkowej;Zgórkowa
Syberu;Syber
Sowiny;Sowina
Zabiela;Zabiele
Tłoczków;Tłoczki
Bajdurówki;Bajdurówka
Skokumia;Skokum
Sowin;Sowiny
Polniczki;Polniczka
Papowa;Papowo
Futerału;Futerał
Suprunów;Supruny
Gajnicy;Gajnica
Wiecanowa;Wiecanowo
Przeboju;Przebój
Jasek;Jaski
Granika;Granik
Landy;Landa
Podłazia;Podłazie
Stawarzca;Stawarzec
Sarnak;Sarnaki
Wysiołka;Wysiołek
Morągówki;Morągówka
Grań;Granie
Poleszyna;Poleszyn
Widziszewa;Widziszewo
Będzinka;Będzinko
Barku;Bark
Rozborza;Rozbórz
Grabca;Grabiec
Trzebczyka;Trzebczyk
Bzieńca;Bzieniec
Siutkowa;Siutkowo
Ceglińca;Cegliniec
Budziszowa;Budziszów
Pustaci;Pustać
Żelechowa;Żelechów
Lutni;Lutnia
Plinkajm;Plinkajmy
Słotwina;Słotwin
Sobiewoli;Sobiewola
Otylina;Otylin
Dziewięciół;Dziewięcioły
Powiśla;Powiśle
Susłowa;Susłów
Brzyna;Brzyno
Dobrzankowa;Dobrzankowo
Świerkowca;Świerkowiec
Brzyny;Brzyna
Mokradła;Mokradło
Terebinia;Terebiń
Węgoja;Węgój
Kandyt;Kandyty
Sikorza;Sikorz
Kraskowa;Kraskowo
Połowców;Połowce
Młocina;Młocin
Golimowa;Golimowo
Młynika;Młynik
Sepnicy;Sepnica
Białous;Białousy
Rozdziałów;Rozdziały
Wieczorczyna;Wieczorczyn
Szeliny;Szelina
Załakowa;Załakowo
Magenty;Magenta
Jarek;Jarki
Ludwina;Ludwin
Knurowca;Knurowiec
Gniazdowic;Gniazdowice
Czerwonkowa;Czerwonków
Okołowiczówki;Okołowiczówka
Chwalenic;Chwalenice
Zbąszynia;Zbąszyń
Podkamiennej;Podkamienna
Jugów;Jugi
Miłości;Miłość
Ślepowron;Ślepowrony
Zapomnianowa;Zapomnianowo
Wojewodzy;Wojewodza
Łabuzia;Łabuzie
Jeldzina;Jeldzino
Nogi;Noga
Uciechowic;Uciechowice
Jonasa;Jonas
Klapitki;Klapitka
Kupis;Kupise
Bonowa;Bonowo
Gancarzów;Gancarze
Obiechowa;Obiechów
Mąrgosiaków;Mąrgosiaki
Kosowca;Kosowiec
Rączki;Rączka
Żelkowa;Żelkowo
Basiorówki;Basiorówka
Mazowsza;Mazowsze
Małgowa;Małgów
Kosut;Kosuty
Niepołomic;Niepołomice
Werychowa;Werychów
Szubianek;Szubianki
Chlewa;Chlewo
Żychlikowa;Żychlikowo
Szubianki;Szubianka
Urbańków;Urbańki
Służewa;Służew
Mikoniowca;Mikoniowiec
Glejska;Glejsk
Baranka;Baranek
Cebulów;Cebule
Zakawia;Zakawie
Czerniakowa;Czerniaków
Ligowa;Ligowo
Pasoczyzny;Pasoczyzna
Bracikowa;Bracikowo
Schodna;Schodno
Smętowa;Smętowo
Połos;Połosy
Kryłatki;Kryłatka
Burligówki;Burligówka
Konojadu;Konojad
Kapinoski;Kapinoska
Czapelek;Czapelki
Podborowej;Podborowa
Kroplowic;Kroplowice
Możdżanowa;Możdżanowo
Nakamienia;Nakamień
Stójkowa;Stójków
Płużnicy;Płużnica
Gałówka;Gałówek
Grabienia;Grabień
Bocieńca;Bocieniec
