Dopełniacz;Mianownik
Kaczor;Kaczory
Wiłkopedzi;Wiłkopedzie
Pokrętu;Pokręt
Kołoząbia;Kołoząb
Kociełek;Kociełki
Annogóry;Annogóra
Zaprzeczek;Zaprzeczki
Pored;Poredy
Zomościa;Zomość
Styczyrzy;Styczyrze
Pala;Pal
Szarków;Szarki
Węgrzczy;Węgrzcza
Kisiel;Kisiele
Nowizn;Nowizny
Zabucza;Zabucze
Łajzec;Łajzce
Szyszczyczyc;Szyszczyce
Zazdrości;Zazdrość
Majerza;Majerz
Podrzębin;Podrzębiny
Wybudowań;Wybudowania
Wybudowania;Wybudowanie
Seroczek;Seroczki
Sieradza;Sieradz
Syberu;Syber
Zabieli;Zabiele
Tłoczków;Tłoczki
Skokumia;Skokum
Sowin;Sowiny
Futerału;Futerał
Suprunów;Supruny
Jasek;Jaski
Landy;Landa
Stawarzca;Stawarzec
Sarnak;Sarnaki
Grań;Granie
Podmazurów;Podmazury
Rozborza;Rozbórz
Grabca;Grabiec
Trzebczyka;Trzebczyk
Bzienieńca;Bzieniec
Ceglinieńca;Cegliniec
Pustaci;Pustać
Jaźwinia;Jaźwinie
Zakanału;Zakanał
Podnietrzeby;Podnietrzeba
Plinkajm;Plinkajmy
Sobiewoli;Sobiewola
Dziewięciół;Dziewięcioły
Powiśla;Powiśle
Mokradła;Mokradło
Terebinia;Terebiń
Węgoja;Węgój
Kandyt;Kandyty
Połowców;Połowce
Białous;Białousy
Rozdziałów;Rozdziały
Magenty;Magenta
Miedar;Miedary
Jarek;Jarki
Zagrudcza;Zagrudcze
Kotyzek;Kotyzki
Zbąszynia;Zbąszyń
Jugów;Jugi
Miłości;Miłość
Wojewodzy;Wojewodza
Jonasa;Jonas
Surgów;Surgi
Mirocicic;Mirocice
Mazowsza;Mazowsze
Taborza;Tabórz
Cebulów;Cebule
Zakawia;Zakawie
Połos;Połosy
Konojadu;Konojad
Czapelek;Czapelki
Nakamienia;Nakamień
Grabienia;Grabień
Bocienieńca;Bocieniec
Jagniątek;Jagniątki
Łowicza;Łowicz
Sepet;Sepety
Głucha;Głuch
Lucimi;Lucimia
Podbrzezi;Podbrzezia
Wiatrołomu;Wiatrołom
Zblęga;Zblęg
Chlewiszcz;Chlewiszcze
Usisk;Usiska
Monioch;Moniochy
Troninin;Troniny
Wólek;Wólki
Kik;Kiki
Żwikiel;Żwikiele
Wypustów;Wypusty
Sulek;Sulki
Seborek;Seborki
Lutowisk;Lutowiska
Przygubiela;Przygubiel
Wideł;Widły
Przedniego;Przednie
Pory;Pora
Opacznego;Opaczne
Jarogniewia;Jarogniew
Czasławia;Czasław
Portu;Port
Zimnowody;Zimnowoda
Miat;Miaty
Jelenia;Jeleń
Leginieńca;Leginiec
Lekarki;Lekarka
Jamrowa;Jamrozów
Żuchty;Żuchta
Siernik;Sierniki
Paroli;Parole
Podokręża;Podokręże
Nasicznego;Nasiczne
Budwieci;Budwiecie
Leśnej;Leśnia
Bronimia;Bronimie
Żużeli;Żużela
Kosobądza;Kosobądz
Krzynowisk;Krzynowiska
Krężoł;Krężoły
Boguszyczek;Boguszyczki
Sadogóry;Sadogóra
Pozort;Pozorty
Piskary;Piskara
Modgarb;Modgarby
Tarnogaju;Tarnogaj
Mastków;Mastki
Jaworzy;Jaworze
Domarad;Domarady
Szatrychy;Szatrycha
Mamarty;Mamarta
Antoników;Antoniki
Onębra;Onęber
Malenia;Maleń
Meszek;Meszki
Morcinków;Morcinki
Podmostek;Podmostki
Suryt;Suryty
Sątopu;Sątop
Żurów;Żury
Rafineri;Rafineria
Wydmucha;Wydmuch
Maliników;Maliniki
Pełel;Pełele
Wierzbniczek;Wierzbniczki
Hołubli;Hołubla
Gołębia;Gołębie
Kwaśniaka;Kwaśniak
Kobylej;Kobyla
Kobyla;Kobyle
Zaradowisk;Zaradowiska
Zasiek;Zasieki
Wojtówiec;Wojtówce
Stawisk;Stawiska
Stawisk;Stawiski
Podgrochocicic;Podgrochocice
Pierzysk;Pierzyska
Kulów;Kule
Kijasa;Kijas
Klimków;Klimki
Mirotek;Mirotki
Ciborów;Cibory
Węgierek;Węgierki
Lutoryża;Lutoryż
Pęsów;Pęsy
Nasiedla;Nasiedle
Gocałek;Gocałki
Wojteczek;Wojteczki
Kozerów;Kozery
Rębieskiego;Rębieskie
Lorek;Lorki
Przebiędy;Przebięda
Wapnisk;Wapniska
Koczurów;Koczury
Poczekajki;Poczekajka
Cempor;Cempory
Berdechu;Berdech
Zgorzeli;Zgorzele
Bukowia;Bukowie
Składu;Skład
Zgórniaka;Zgórniak
Uniemyśla;Uniemyśl
Choin;Choiny
Czmonieńca;Czmoniec
Wiłuni;Wiłunie
Bojmia;Bojmie
Widoradza;Widoradz
Strug;Strugi
Kurlandii;Kurlandia
Powa;Podścigłów
Bajoru;Bajor
Brzestowego;Brzestowy
Mężyka;Mężyk
Rzeczek;Rzeczki
Zanartu;Zanart
Dychów;Dychy
Sulicicic;Sulicice
Tarnowiec;Tarnowce
Czanieńca;Czaniec
Udorza;Udórz
Obłotnego;Obłotne
Wirwajd;Wirwajdy
Lednogóry;Lednogóra
Jaworskiego;Jaworskie
Łosków;Łoski
Micherdów;Micherdy
Przerośli;Przerośl
Łobodów;Łobody
Pyrytów;Pyryty
Rajów;Raje
Zawisza;Zawisze
Kubosów;Kubosy
Łazieźca;Łaziec
Bytynia;Bytyń
Białęcinieńca;Białęciniec
Desek;Deski
Skalbmierza;Skalbmierz
Limierzysk;Limierzyska
Meszniaka;Meszniak
Towarowej;Towarowa
Kracia;Kracie
Ner;Nery
Bieczyn;Bieczyny
Igrył;Igryły
Tępcza;Tępcz
Prętów;Pręty
Sąpków;Sąpki
Czajęcicic;Czajęcice
Ciechomia;Ciechomie
Ceniaw;Ceniawy
Koperników;Koperniki
Hajdy;Hajda
Wybrańców;Wybrańce
Wyknia;Wykień
Sokoligóry;Sokoligóra
Gruszczywia;Gruszczywie
Zaberbecza;Zaberbecze
Brożca;Brożec
Zofiampola;Zofiampol
Zagłębocza;Zagłębocze
Żółwi;Żółwia
Teologa;Teolog
Czar;Czary
Bychaniów;Bychanie
Muzy;Muza
Twardej;Twarda
Głodynieńca;Głodyniec
Wydziałek;Wydziałki
Bielinieńca;Bieliniec
Kołbacza;Kołbacz
Łonów;Łony
Żmojdaka;Żmojdak
Przezwisk;Przezwiska
Brójec;Brójce
Dziubów;Dziuby
Olendra;Olender
Staromieścia;Staromieście
Włośksiek;Włośki
Bryzgiela;Bryzgiel
Uderza;Uderz
Dziuby;Dziuba
Kuźm;Kuźmy
Okarpca;Okarpiec
Pikiety;Pikieta
Kalików;Kalikowie
Pikiet;Pikiety
Bug;Bugi
Kamszelów;Kamszeli
Szmaty;Szmata
Sarnionków;Sarnionki
Zaklasztorza;Zaklasztorze
Kumas;Kumasy
Zakrzywego;Zakrzywe
Grocholubia;Grocholub
Kołków;Kołki
Radyczy;Radycza
Kieruzeli;Kieruzele
Dobrot;Dobroty
Poddębu;Poddąb
Kozłów;Kozły
Papizów;Papizy
Niwisk;Niwiska
Borzysk;Borzyska
Jałowców;Jałowce
Trzebin;Trzebiny
Podkątów;Podkąty
Kruhłego;Kruhłe
Zahajcza;Zahajcze
Błogiego;Błogie
Brzoziego;Brzozi
Pogrzebienia;Pogrzebień
Haju;Haj
Solnik;Solniki
Cienkusza;Cienkusz
Postawel;Postawele
Gostynieńca;Gostyniec
Cygali;Cygale
Kluczyka;Kluczyk
Pumpylejii;Pumpyleje
Piotrowiczek;Piotrowiczki
Majdana;Majdan
Szawłów;Szawły
Golęcin;Golęciny
Mrozków;Mrozkowie
Sulim;Sulimy
Toń;Tonie
Optynia;Optyń
Pieleszek;Pieleszki
Kuracza;Kuracz
Hodył;Hodyły
Kwierucia;Kwierucie
Pieniężnego;Pieniężne
Błaszek;Błaszki
Wildy;Wilda
Podrętwin;Podrętwiny
Podjasienia;Podjasienie
Rogózieźca;Rogóziec
Szemuda;Szemud
Smreku;Smrek
Kolonistów;Kolonisty
Borzątwi;Borzątew
Gocławia;Gocław
Russocicic;Russocice
Kotyr;Kotyry
Słępisk;Słępiska
Kulonkowia;Kulonkowie
Wyrwichów;Wyrwichy
Hołoty;Hołota
Kurzy;Kurza
Chełstów;Chełsty
Gont;Gonty
Awajek;Awajki
Zastawnych;Zastawne
Pięt;Pięty
Samolników;Samolniki
Karpia;Karp
Karwia;Karw
Szucia;Szucie
Karbu;Karb
Dulęby;Dulęba
Rafałek;Rafałki
Iwaśksiek;Iwaśki
Krzewin;Krzewiny
Żubrynu;Żubryn
Miałkiej;Miałka
Jankowięt;Jankowięta
Łabusza;Łabusz
Staszków;Staszkowie
Buzy;Buza
Psiuków;Psiuki
Buzów;Buzy
Podkrzyża;Podkrzyże
Snusek;Snuski
Szczodraka;Szczodrak
Borysławia;Borysław
Szuhausu;Szuhaus
Piaszczytego;Piaszczyte
Zabrocza;Zabrocze
Mostów;Mosty
Borzęty;Borzęta
Franka;Frank
Podłukowskiego;Podłukowskie
Nakli;Nakla
Grabanieńca;Grabaniec
Kucyka;Kucyk
Zarytego;Zaryte
Podsarnia;Podsarnie
Porębisk;Porębiska
Jasiona;Jasion
Zaporza;Zaporze
Bogdańca;Bogdańce
Bejd;Bejdy
Zakurowia;Zakurowie
Osego;Ose
Czerkiesów;Czerkiesy
Plemiąt;Plemięta
Kosiołek;Kosiołki
Ochoty;Ochota
Biebrzy;Biebrza
Przymusów;Przymusy
Śrebły;Śrebła
Pierogów;Pierogi
Koweły;Koweła
Półczwartków;Półczwartki
Kociubaja;Kociubaj
Kostek;Kostki
Osi;Oś
Będzenia;Będzeń
Głębi;Głębie
Niedar;Niedary
Trzciela;Trzciel
Igla;Igle
Niedabyla;Niedabyl
Podwrzosia;Podwrzosie
Stołowacza;Stołowacz
Grodzenia;Grodzeń
Kręcieszek;Kręcieszki
Mazanieńca;Mazaniec
Sądu;Sąd
Grecji;Grecja
Kucob;Kucoby
Radaja;Radaj
Tarnowskiego;Tarnowskie
Czołomyj;Czołomyje
Holendrii;Holendria
Ochotnik;Ochotniki
Barabosza;Barabosz
Młocka;Młock
Trybałów;Trybały
Zadołu;Zadół
Starmachów;Starmachy
Maciejów;Macieje
Romanowiec;Romanowce
Skupnego;Skupne
Drozdek;Drozdki
Kawcza;Kawcze
Fosowskiego;Fosowskie
Podstaw;Podstawy
Dolinów;Doliny
Tasarzów;Tasarze
Pastowienia;Pastowień
Starni;Starnie
Wężyka;Wężyk
Ługwałdu;Ługwałd
Cimań;Cimanie
Białogonu;Białogon
Smolisk;Smoliska
Kawior;Kawiory
Morusów;Morusy
Leśmierza;Leśmierz
Sulejek;Sulejki
Duców;Ducowie
Piekuta;Piekut
Cieplach;Cieplachy
Podmiejskich;Podmiejskie
Żorów;Żory
Brzeźniczeka;Brzeźniczek
Sopla;Sopel
Okolonii;Okolonia
Podjamy;Podjama
Niebrzyd;Niebrzydy
Czarnokurza;Czarnokurz
Kieców;Kiece
Rzów;Rzy
Julek;Julki
Radoszy;Radosze
Świtonia;Świtoń
Dadoków;Dadoki
Chruszczyn;Chruszczyny
Szklar;Szklary
Czarnegobrodu;Czarnybród
Andrych;Andrychy
Gostchorza;Gostchorze
Podpory;Podpora
Kroczyczyc;Kroczyce
Pokoradza;Pokoradz
Łowiec;Łowce
Browarku;Browarek
Guzowia;Guzowie
Gorgonia;Gorgoń
Zbożnych;Zbożne
Rąkcicic;Rąkcice
Dworeku;Dworek
Przylepu;Przylep
Rąbieża;Rąbież
Poprzeczek;Poprzeczki
Rąbierz;Rąbierze
Pokład;Pokłady
Micigozdu;Micigózd
Kudłatej;Kudłata
Chromowoli;Chromowola
Garbicza;Garbicz
Prośków;Prośki
Wierzbocicic;Wierzbocice
Wiosek;Wioski
Piszczeli;Piszczele
Sobiesęków;Sobiesęki
Gozda;Gózd
Proniewicz;Proniewicze
Proroków;Proroki
Korczysk;Korczyska
Kub;Kuby
Wiednia;Wiedeń
Wojtusi;Wojtusie
Jaszków;Jaszki
Gurcza;Gurcz
Skarbków;Skarbki
Chotycz;Chotycze
Skarbki;Skarbka
Zabornego;Zaborne
Furmanów;Furmany
Podziałek;Podziałki
Szołder;Szołdry
Podgrobli;Podgrobel
Wierciejek;Wierciejki
Zakrzewia;Zakrzew
Szeląga;Szeląg
Lewarku;Lewark
Dwórca;Dwórzec
Sapów;Sapy
Geregów;Geregi
Klemieszów;Klemiesze
Sufczyczyc;Sufczyce
Grójca;Grójec
Wotoków;Wotoki
Młotków;Młotki
Lasyków;Lasyki
Mieczkowskich;Mieczkowskie
Wadelów;Wadele
Janów;Janowie
Zagrobli;Zagrobla
Buniowskich;Buniowskie
Grąsów;Grąsy
Płowizn;Płowizny
Sławięcicic;Sławięcice
Biegunów;Bieguni
Parpar;Parpary
Retowów;Retowy
Biegunów;Bieguny
Jamrozów;Jamrozy
Zabłotnego;Zabłotne
Maszek;Maszki
Hajdasza;Hajdasz
Podzielnego;Podzielne
Omelin;Omeliny
Szylen;Szyleny
Rękawa;Rękaw
Grembacha;Grembach
Meszyn;Meszyny
Zagrodnik;Zagrodniki
Ostrysza;Ostrysz
Kęsków;Kęski
Organków;Organki
Falęcicic;Falęcice
Podżarza;Podżarze
Bocienia;Bocień
Stasiopola;Stasiopole
Paustrów;Paustry
Posadaja;Posadaj
Krzywowoli;Krzywowola
Wakantów;Wakanty
Rębisk;Rębiska
Górnowoli;Górnowola
Kwasu;Kwas
Gójszcza;Gójszcz
Szyku;Szyk
Gwiździeli;Gwiździele
Hartów;Harty
Szymek;Szymki
Majerowskiego;Majerowskie
Dąbrowskiej;Dąbrowska
Harty;Harta
Saradeli;Saradela
Hadasików;Hadasiki
Sumek;Sumki
Bałąga;Bałąg
Podporąbcza;Podporąbcze
Szarcza;Szarcz
Telak;Telaki
Krzesin;Krzesiny
Kiecory;Kiecora
Masłonia;Masłoń
Napierek;Napierki
Bociećka;Bociek
Zadąbrówcza;Zadąbrówcze
Zaostrowia;Zaostrowie
Krępca;Krępiec
Podwietraka;Podwietrak
Trzaśników;Trzaśniki
Rytla;Rytel
Rogala;Rogal
Zawału;Zawał
Kopydła;Kopydło
Wiszar;Wiszary
Podworza;Podworze
Przeciwia;Przeciwie
Zuści;Zuść
Ostrogóry;Ostrogóra
Krzywowierzby;Krzywowierzba
Małysów;Małysy
Gorzeszkotów;Gorzeszkoty
Gajnik;Gajniki
Lunieńca;Luniec
Kazimierek;Kazimierki
Kordonu;Kordon
Mścisławia;Mścisław
Zaścieżek;Zaścieżki
Dzierzbi;Dzierzbia
Glińców;Glińce
Bondziszek;Bondziszki
Adampola;Adampol
Wierzbinia;Wierzbinie
Przybędzy;Przybędza
Okopańca;Okopaniec
Łukaw;Łukawy
Potyrały;Potyrała
Dulskiego;Dulskie
Rębiszów;Rębisze
Barci;Barć
Sobiemyśla;Sobiemyśl
Podnarwi;Podnarew
Międzyboru;Międzybór
Drożdżaka;Drożdżak
Carchli;Carchla
Hałani;Hałanie
Lasu;Las
Obłazieźca;Obłaziec
Stogów;Stogi
Chocenia;Choceń
Podnarcia;Podnarcie
Przydroża;Przydroże
Zamiśni;Zamiśnie
Dymin;Dyminy
Durlat;Durlaty
Sypienia;Sypień
Chybin;Chybiny
Skrzyżowania;Skrzyżowanie
Bujarów;Bujary
Wiatrowskiego;Wiatrowskie
Łagun;Łaguny
Igieł;Igły
Babimostu;Babimost
Łuszczacza;Łuszczacz
Słuchanów;Słuchany
Prechyby;Prechyba
Szczudry;Szczudra
Parcików;Parciki
Moskala;Moskal
Paruchów;Paruchy
Chodań;Chodanie
Kastelików;Kasteliki
Nerek;Nerki
Deguć;Degucie
Muraw;Murawy
Florydy;Floryda
Wielogóry;Wielogóra
Uwala;Uwale
Gniłej;Gniła
Worłyszcza;Worłyszcze
Rykowiska;Rykowisko
Boh;Bohy
Podtrąby;Podtrąba
Skoraczewka;Skoraczewko
Kunochów;Kunochy
Forsztatu;Forsztat
Węgierskiego;Węgierskie
Wichraża;Wichraż
Włościanów;Włościany
Wilczogóry;Wilczogóra
Kaczorów;Kaczorowy
Grodźca;Grodziec
Szczepanów;Szczepany
Biłków;Biłki
Czarnych;Czarne
Zwoli;Zwola
Żłabnego;Żłabne
Sarnia;Sarnie
Misztalów;Misztale
Trękusa;Trękus
Węgra;Węgier
Zarośli;Zarośla
Grzymysławia;Grzymysław
Teremca;Teremiec
Tąpadeł;Tąpadły
Nielubi;Nielubia
Dziadyk;Dziadyki
Gorzesławia;Gorzesław
Wołkusznego;Wołkuszne
Święciećca;Święciec
Wspólnik;Wspólniki
Urazu;Uraz
Rochów;Rochy
Zajd;Zajdy
Ugoru;Ugor
Bratnego;Bratne
Przytorzysk;Przytorzyska
Tłukom;Tłukomy
Trebuni;Trebunie
Mścisk;Mściska
Tylicza;Tylicz
Josinieńca;Josiniec
Żarek;Żarki
Jędraszków;Jędraszki
Widugra;Widugier
Nadolec;Nadolce
Kluczborka;Kluczbork
Wikli;Wikle
Lubiczy;Lubicz
Podstarzynieńca;Podstarzyniec
Swidów;Swidy
Domaszek;Domaszki
Mieczysławówowa;Mieczysławów
Bryks;Bryksy
Nawsi;Nawsie
Bogatek;Bogatki
Matuszyków;Matuszyki
Ludwinieńca;Ludwiniec
Łusek;Łuski
Skrzynieńca;Skrzyniec
Młynarzów;Młynarze
Poletył;Poletyły
Przezmarku;Przezmark
Żółwinieńca;Żółwiniec
Ściśli;Ściśle
Wygnańczyczyc;Wygnańczyce
Odryt;Odryty
Paździorców;Paździorcy
Mienianian;Mieniany
Podrzecza;Podrzecze
Piechot;Piechoty
Ptasi;Ptasie
Wałdyk;Wałdyki
Czercza;Czercz
Wiatraku;Wiatrak
Choroszczy;Choroszcz
Borcucuch;Borcuchy
Walił;Waliły
Rabuzi;Rabuzie
Żółwienieńca;Żółwieniec
Zagóździa;Zagóźdź
Podbiały;Podbiała
Zabencza;Zabencze
Wyszogrodu;Wyszogród
Łukawki;Łukawka
Okoliska;Okolisko
Racławiczek;Racławiczki
Olmont;Olmonty
Naddatków;Naddatki
Międzydworza;Międzydworze
Podsobek;Podsobki
Pochodzitej;Pochodzita
Pasłęka;Pasłęk
Szczytów;Szczyty
Murzynów;Murzyny
Mułów;Muły
Konopków;Konopki
Krzana;Krzan
Krzaku;Krzak
Mokrzca;Mokrzec
Przygonu;Przygon
Polesin;Polesiny
Nakieł;Nakły
Nakła;Nakło
Szwajcarii;Szwajcaria
Kaczynosa;Kaczynos
Chomieńskiego;Chomieńskie
Garwolewa;Garwolewo
Goniądza;Goniądz
Sklenieńca;Skleniec
Fideli;Fidele
Dziedziczek;Dziedziczki
Chełstu;Chełst
Trejgli;Trejgle
Błachty;Błachta
Cichaw;Cichawy
Tulei;Tulej
Rumianku;Rumianek
Zwonczały;Zwonczała
Broniboru;Bronibór
Dublin;Dubliny
Kowalczyka;Kowalczyk
Wierzbek;Wierzbki
Przygonia;Przygoń
Oliszek;Oliszki
Zatybrza;Zatybrze
Halas;Halasy
Zbigał;Zbigały
Gądecza;Gądecz
Maślanków;Maślanki
Budaczy;Budacze
Łasiecznik;Łasieczniki
Jasiołów;Jasioły
Izdwora;Izdwor
Kępinieńca;Kępiniec
Zodiaka;Zodiak
Szwecji;Szwecja
Przymiarków;Przymiarki
Czarnopola;Czarnopole
Bizorędek;Bizorędki
Włóczysk;Włóczyska
Rytwin;Rytwiny
Chójek;Chójki
Grabaczek;Grabaczki
Bigoraja;Bigoraj
Klisiów;Klisiowie
Osinieńca;Osiniec
Wysieczy;Wysiecza
Wichowicz;Wichowicze
Sasów;Sasy
Krośli;Krośla
Panigródza;Panigródz
Krośla;Krośle
Holik;Holiki
Checheł;Chechły
Uciąża;Uciąż
Chowanieńca;Chowaniec
Frednowów;Frednowy
Podsadu;Podsad
Pasi;Pasie
Dobrocin;Dobrociny
Łapacza;Łapacz
Piaseku;Piasek
Sochów;Sochy
Haczków;Haczki
Boleradza;Boleradz
Koryt;Koryta
Zadziela;Zadziele
Koryta;Koryto
Zadziel;Zadziela
Opaty;Opata
Łapiguza;Łapiguz
