Dopełniacz;Mianownik;Wynik Stemmera
Zapiecznego;Zapieczne;Zapieczny;
Bolestraszyc;Bolestraszyce;Bolestraszyca;
Skowierzyna;Skowierzyn;Skowierzyna;
Podłużyc;Podłużyce;Podłużyca;
Gunic;Gunice;Gunica;
Chrośna;Chrośno;Chrośny;
Grochówka;Grochówek;Grochówka;
Kuściniec;Kuścińce;Kuściniec;
Chrośny;Chrośna;Chrośny;
Bolegorzyna;Bolegorzyn;Bolegorzynać;
Karlikowa;Karlikowo;Karlikowy;
Ownic;Ownice;Ownica;
Łowoszowa;Łowoszów;Łowoszowy;
Bakuły;Bakuła;Bakuły;
Wołkusznego;Wołkuszne;Wołkuszny;
Unieradza;Unieradz;Unieradzać;
Mirocina;Mirocin;Mirocina;
Jażdża;Jażdże;Jażdżać;
Krzcięcina;Krzcięcin;Krzcięcina;
Święcianowa;Święcianowo;Święcianowy;
Pyrzyc;Pyrzyce;Pyrzyca;
Swór;Swory;Swór;
Goświnowic;Goświnowice;Goświnowica;
Piotrowic;Piotrowice;Piotrowica;
Rzepowskiego;Rzepowskie;Rzepowski;
Czach;Czachy;Cz;
Harbutowic;Harbutowice;Harbutowica;
Boksyckiej;Boksycka;Boksycki;
Runowa;Runowo;Runowy;
Sokolnik;Sokolniki;Sokolnik;
Krępska;Krępsko;Krępski;
Stoplina;Stoplin;Stoplina;
Staniewic;Staniewice;Staniewica;
Parnówka;Parnówko;Parnówka;
Tapilkajm;Tapilkajmy;Tapilkajma;
Wymysłowic;Wymysłowice;Wymysłowica;
Wichowa;Wichowo;Wichowy;
Obrowa;Obrów;Obrowy;
Chójek;Chójki;Chójka;
Jamboreka;Jamborek;Jamboreka;
Smarzewa;Smarzewo;Smarzewać;
Pierwoszyna;Pierwoszyno;Pierwoszyna;
Gręboszyc;Gręboszyce;Gręboszyca;
Wierzchów;Wierzchy;Wierzch;
Dobrowa;Dobrów;Dobrowy;
Gładyszy;Gładysze;Gładyszeć;
Dachowy;Dachowa;Dachowy;
Przeradowa;Przeradowo;Przeradowy;
Zielenic;Zielenice;Zielenica;
Krzeczowic;Krzeczowice;Krzeczowica;
Bierkowic;Bierkowice;Bierkowica;
Józefina;Józefin;Józefina;
Polkowskiego;Polkowskie;Polkowski;
Sulnowa;Sulnowo;Sulnowy;
Pęzina;Pęzino;Pęzina;
Ułtowa;Ułtowo;Ułtowy;
Obrębu;Obrąb;Obręb;
Bodzewa;Bodzew;Bodzewać;
Drzonka;Drzonek;Drzonka;
Tadeuszewa;Tadeuszewo;Tadeuszewać;
Trzaskowa;Trzaskowo;Trzaskowy;
Samborza;Sambórz;Samborze;
Felicjana;Felicjan;Felicjana;
Łumpi;Łumpia;Łumpić;
Ponik;Poniki;Ponik;
Wierzchowisk;Wierzchowiska;Wierzchowisko;
Szymborna;Szymborno;Szymborny;
Żelek;Żelki;Żelka;
Nowak;Nowaki;Nowak;
Dzikówka;Dzikówko;Dzikówka;
Gleźnowa;Gleźnowo;Gleźnowy;
Orzyn;Orzyny;Orzyna;
Sankur;Sankury;Sankura;
Stojadeł;Stojadła;Stojadło;
Tuchowa;Tuchów;Tuchowy;
Wydorowa;Wydorowo;Wydorowy;
Egiertowa;Egiertowo;Egiertowy;
Zuzułki;Zuzułka;Zuzułki;
Ciechomic;Ciechomice;Ciechomica;
Ogorzelin;Ogorzeliny;Ogorzelina;
Osieczowa;Osieczów;Osieczowy;
Sitek;Sitki;Sitka;
Magnuszewic;Magnuszewice;Magnuszewica;
Zelek;Zelki;Zelka;
Potoków;Potoki;Potok;
Pczelina;Pczelino;Pczelina;
Trąb;Trąby;Trąbać;
Liwek;Liwki;Liwek;
Będzieszyny;Będzieszyna;Będzieszyn;
Broniewka;Broniewek;Broniewka;
Paderewka;Paderewek;Paderewka;
Dobrzejowa;Dobrzejów;Dobrzejowy;
Wereszczyna;Wereszczyn;Wereszczyna;
Cekcyna;Cekcyn;Cekcyna;
Gowarzewa;Gowarzewo;Gowarzewać;
Czarnowa;Czarnów;Czarnowy;
Zakrzewka;Zakrzewko;Zakrzewka;
Przygodziczek;Przygodziczki;Przygodziczka;
Cimowa;Cimowo;Cimowy;
Kobelnik;Kobelniki;Kobelnik;
Maręży;Maręże;Marężyć;
Studennnego;Studenne;Studennny;
Paniewka;Paniewek;Paniewka;
Wyrębowa;Wyrębów;Wyrębowy;
Drezna;Drezno;Dreznać;
Nochowa;Nochowo;Nochować;
Buszewa;Buszewo;Buszewać;
Bałowa;Bałowo;Bałowy;
Jazdowic;Jazdowice;Jazdowica;
Cezarowa;Cezarów;Cezarowy;
Justynowa;Justynów;Justynowy;
Zdanowic;Zdanowice;Zdanowica;
Lubiankowa;Lubianków;Lubiankowy;
Bełdna;Bełdno;Bełdny;
Bystrojowic;Bystrojowice;Bystrojowica;
Bartos;Bartosy;Bartos;
Niestkowa;Niestkowo;Niestkowy;
Czesławowa;Czesławowo;Czesławowy;
Drzewian;Drzewiany;Drzewian;
Obałek;Obałki;Obałek;
Grabowna;Grabowno;Grabowny;
Ogniwa;Ogniwo;Ogniwać;
Stuposian;Stuposiany;Stuposiano;
Swędzieniejewic;Swędzieniejewice;Swędzieniejewica;
Bóbrki;Bóbrka;Bóbrek;
Górawina;Górawino;Górawina;
Częstkowa;Częstkowo;Częstkowy;
Galewic;Galewice;Galewica;
Krasocina;Krasocin;Krasocina;
Chełminka;Chełminko;Chełminek;
Góry;Góra;Góry;
Kaliw;Kaliwy;Kaliwo;
Dobromyśla;Dobromyśl;Dobromyślać;
Chomętowa;Chomętowo;Chomętowy;
Kołkowa;Kołkowo;Kołkowy;
Gór;Góry;Gór;
Łośnicy;Łośnica;Łośnik;
Karolowa;Karolów;Karolowy;
Korzennna;Korzenno;Korzennny;
Smielic;Smielice;Smielica;
Korzennnej;Korzenna;Korzennny;
Wejherowa;Wejherowo;Wejherowy;
Ścinawy;Ścinawa;Ścinawy;
Dobrylewa;Dobrylewo;Dobrylewać;
Porajowa;Porajów;Porajowy;
Szczercowa;Szczerców;Szczercowy;
Łaniocha;Łanioch;Łaniocha;
Grzymałkowa;Grzymałków;Grzymałkowy;
Zosinowa;Zosinowo;Zosinowy;
Dobrzykowic;Dobrzykowice;Dobrzykowica;
Podstrobowa;Podstrobów;Podstrobowy;
Mezowa;Mezowo;Mezowy;
Bałamącka;Bałamącek;Bałamącki;
Przepałkowa;Przepałkowo;Przepałkowy;
Sińczycy;Sińczyca;Sińczyk;
Brześc;Brześce;Brzć;
Połażejewa;Połażejewo;Połażejewać;
Duczymina;Duczymin;Duczymina;
Serok;Seroki;Serok;
Jurczyczyc;Jurczyce;Jurczyczyca;
Huczwic;Huczwice;Huczwica;
Nieceni;Niecenia;Nieciony;
Plastowa;Plastowo;Plastowy;
Dziechowa;Dziechowo;Dziechowy;
Kutowej;Kutowa;Kutowy;
Chotyłowa;Chotyłów;Chotyłowy;
Pobiedzisk;Pobiedziska;Pobiedzisko;
Glicka;Glicko;Glicki;
Okulic;Okulice;Okulica;
Wąworkowa;Wąworków;Wąworkowy;
Babska;Babsk;Babski;
Samostrzałowa;Samostrzałów;Samostrzałowy;
Brodziszowa;Brodziszów;Brodziszowy;
Zawierszów;Zawiersze;Zawiersz;
Smogórów;Smogóry;Smogóra;
Pantalowic;Pantalowice;Pantalowica;
Czerśli;Czerśl;Czersnąć;
Darownego;Darowne;Darowny;
Szczucina;Szczucin;Szczucinać;
Sysek;Syski;Syska;
Moskwina;Moskwin;Moskwina;
Myjomic;Myjomice;Myjomica;
Jarząbkowic;Jarząbkowice;Jarząbkowica;
Lesiaków;Lesiaki;Lesiak;
Iżykowic;Iżykowice;Iżykowica;
Morochowa;Morochów;Morochowy;
Kaniewa;Kaniew;Kaniewać;
Podkorzenna;Podkorzenno;Podkorzenny;
Krajenek;Krajenki;Krajenka;
Sobieszyna;Sobieszyn;Sobieszyna;
Młudzyna;Młudzyn;Młudzyna;
Kozielic;Kozielice;Kozielica;
Wyrzyska;Wyrzysk;Wyrzysko;
Gołaszyna;Gołaszyn;Gołaszyna;
Bierdzan;Bierdzany;Bierdzan;
Pęcicic;Pęcice;Pęcicica;
Grabianowa;Grabianowo;Grabianowy;
Barcikowic;Barcikowice;Barcikowica;
Kaczorów;Kaczory;Kaczor;
Korczaków;Korczaki;Korczak;
Kadzielni;Kadzielnia;Kadzielny;
Kołoząbia;Kołoząb;Kołoząbiać;
Stodólna;Stodólno;Stodólny;
Pored;Poredy;Poreda;
Juryszewa;Juryszewo;Juryszewać;
Ogartówka;Ogartówko;Ogartówka;
Lublinowa;Lublinów;Lublinowy;
Ciężkowa;Ciężków;Ciężkowy;
Szarek;Szarki;Szarka;
Krobielowic;Krobielowice;Krobielowica;
Sękocina;Sękocin;Sękocina;
Rzepotowic;Rzepotowice;Rzepotowica;
Podlesic;Podlesice;Podlesica;
Chaptyzowa;Chaptyzów;Chaptyzowy;
Świechocina;Świechocin;Świechocina;
Gnojenka;Gnojenko;Gnojenka;
Kisiel;Kisiele;Kisiel;
Wolanowa;Wolanów;Wolanowy;
Wokowic;Wokowice;Wokowica;
Hanowa;Hanowo;Hanowy;
Rotnowa;Rotnowo;Rotnowy;
Gilewa;Gilewo;Gilewać;
Szyszczyczyc;Szyszczyce;Szyszczyczyca;
Zazdrości;Zazdrość;Zazdrościć;
Sawczyna;Sawczyn;Sawczyna;
Sąspowa;Sąspów;Sąspowy;
Czumowa;Czumów;Czumowy;
Seroczek;Seroczki;Seroczek;
Antonowa;Antonów;Antonowy;
Zabiela;Zabiele;Zabielać;
Skokumia;Skokum;Skokumiać;
Sowin;Sowiny;Sowina;
Suprunów;Supruny;Suprun;
Wiecanowa;Wiecanowo;Wiecanowy;
Jask;Jaski;Jask;
Podłazia;Podłazie;Podłaź;
Sarnak;Sarnaki;Sarnak;
Poleszyna;Poleszyn;Poleszyna;
Widziszewa;Widziszewo;Widziszewać;
Będzinka;Będzinko;Będzinka;
Rozborza;Rozbórz;Rozborze;
Siutkowa;Siutkowo;Siutkowy;
Budziszowa;Budziszów;Budziszowy;
Żelechowa;Żelechów;Żelechowy;
Lutni;Lutnia;Lutny;
Słotwina;Słotwin;Słotwina;
Sobiewoli;Sobiewola;Sobiewolić;
Otylina;Otylin;Otylina;
Dziewięciół;Dziewięcioły;Dziewięciel;
Susłowa;Susłów;Susłowy;
Brzyna;Brzyno;Brzynać;
Dobrzankowa;Dobrzankowo;Dobrzankowy;
Terebinia;Terebiń;Terebinia;
Węgoja;Węgój;Węgoja;
Kraskowa;Kraskowo;Kraskowy;
Połowców;Połowce;Połowiec;
Golimowa;Golimowo;Golimowy;
Młynika;Młynik;Młynikać;
Białous;Białousy;Białous;
Rzakty;Rzakta;Rzakt;
Załakowa;Załakowo;Załakowy;
Jarek;Jarki;Jarka;
Ludwina;Ludwin;Ludwina;
Czerwonkowa;Czerwonków;Czerwonkowy;
Zbąszynia;Zbąszyń;Zbąszyniać;
Jug;Jugi;Juga;
Ślepowron;Ślepowrony;Ślepowron;
Zapomnianowa;Zapomnianowo;Zapomnianowy;
Wojewodzy;Wojewodza;Wojewodze;
Jeldzina;Jeldzino;Jeldzina;
Uciechowic;Uciechowice;Uciechowica;
Obiechowa;Obiechów;Obiechowy;
Krzczonowa;Krzczonów;Krzczonowy;
Żelkowa;Żelkowo;Żelkowy;
Mazowsza;Mazowsze;Mazowszy;
Małgowa;Małgów;Małgowy;
Kosut;Kosuty;Kosut;
Niepołomic;Niepołomice;Niepołomica;
Chlewa;Chlewo;Chlew;
Żychlikowa;Żychlikowo;Żychlikowy;
Glejska;Glejsk;Glejski;
Czerniakowa;Czerniaków;Czerniakowy;
Ligowa;Ligowo;Ligowy;
Schodna;Schodno;Schodny;
Czapelek;Czapelki;Czapelka;
Możdżanowa;Możdżanowo;Możdżanowy;
Stójkowa;Stójków;Stójkowy;
Szlędaków;Szlędaki;Szlędak;
Janiszowa;Janiszów;Janiszowy;
Rymanowa;Rymanów;Rymanowy;
Barczewka;Barczewko;Barczewka;
Bonina;Bonin;Bonina;
Wróblowej;Wróblowa;Wróblowy;
Gutkowa;Gutkowo;Gutkowy;
Głucha;Głuch;Głuchać;
Peresołowic;Peresołowice;Peresołowica;
Lucimi;Lucimia;Luci;
Podbrzezia;Podbrzezie;Podbrzeź;
Zblęga;Zblęg;Zblęgać;
Magnusz;Magnusze;Magnusz;
Rębkowa;Rębkowo;Rębkowy;
Lisnej;Lisna;Lisny;
Kulowa;Kulowo;Kulowy;
Lisna;Lisno;Lisny;
Niemierzyna;Niemierzyno;Niemierzyna;
Monioch;Moniochy;Moniocha;
Troninin;Troniny;Troninina;
Wólek;Wólki;Wólka;
Kik;Kiki;Kik;
Żwikiel;Żwikiele;Żwikiel;
Sulek;Sulki;Sulka;
Biskupic;Biskupice;Biskupic;
Górowa;Górowo;Górowy;
Nagawek;Nagawki;Nagawka;
Lutowisk;Lutowiska;Lutowisko;
Bolewicka;Bolewicko;Bolewicki;
Czasławia;Czasław;Czasławiać;
Białas;Białasy;Białas;
Miat;Miaty;Miat;
Wielogłów;Wielogłowy;Wielogłów;
Mołdawinka;Mołdawinek;Mołdawinka;
Czułowa;Czułów;Czułowy;
Wysogotówka;Wysogotówek;Wysogotówka;
Jelenia;Jeleń;Jelenie;
Bliżyna;Bliżyn;Bliżyna;
Mydłowa;Mydłów;Mydłowy;
Myślina;Myślino;Myślina;
Pacółtowa;Pacółtowo;Pacółtowy;
Żabostowa;Żabostowo;Żabostowy;
Ludyni;Ludynia;Ludyń;
Siernik;Sierniki;Siernik;
Słońska;Słońsko;Słoński;
Paroli;Parole;Parola;
Nasicznego;Nasiczne;Nasiczny;
Budwieci;Budwiecie;Budwiecić;
Leśnej;Leśnia;Leśny;
Olkowic;Olkowice;Olkowica;
Arcelina;Arcelin;Arcelina;
Żużeli;Żużela;Żużeć;
Kosobądza;Kosobądz;Kosobądzać;
Rychówka;Rychówko;Rychówka;
Kromołowa;Kromołów;Kromołowy;
Parchlin;Parchliny;Parchlina;
Krężołów;Krężoły;Krężół;
Boguszyczek;Boguszyczki;Boguszyczka;
Strzemeszna;Strzemeszno;Strzemeszny;
Królewic;Królewice;Królewica;
Zaborni;Zabornia;Zaborny;
Brelikowa;Brelików;Brelikowy;
Widryn;Widryny;Widryna;
Pozort;Pozorty;Pozorta;
Kiełczynka;Kiełczynek;Kiełczynka;
Romanowa;Romanów;Romanowy;
Modgarb;Modgarby;Modgarbić;
Prokocicic;Prokocice;Prokocicica;
Mastek;Mastki;Mastka;
Domaradza;Domaradz;Domaradzać się;
Domarad;Domarady;Domarada;
Zielomyśla;Zielomyśl;Zielomyślać;
Mamarty;Mamarta;Mamrzeć;
Lędyczka;Lędyczek;Lędyczka;
Świerczynka;Świerczynek;Świerczynka;
Antoników;Antoniki;Antonik;
Onębra;Onęber;Onębra;
Celina;Celin;Celina;
Konotopy;Konotopa;Konotop;
Meszek;Meszki;Meszek;
Zegartowic;Zegartowice;Zegartowica;
Ubieszyna;Ubieszyn;Ubieszyna;
Suryt;Suryty;Suryt;
Taczowa;Taczów;Taczowy;
Holeszowa;Holeszów;Holeszowy;
Rudzienka;Rudzienko;Rudzienka;
Piekutowa;Piekutowo;Piekutowy;
Bębnówka;Bębnówko;Bębnówka;
Winnicy;Winnica;Winnik;
Miedzianowa;Miedzianów;Miedzianowy;
Pełel;Pełele;Pełel;
Hołubli;Hołubla;Hołubel;
Gołębia;Gołębie;Gołębi;
Roztworowa;Roztworów;Roztworowy;
Kobylej;Kobyla;Kobyli;
Gołębina;Gołębin;Gołębina;
Bronówka;Bronówek;Bronówka;
Kobyla;Kobyle;Kobyli;
Strychów;Strychy;Strych;
Zaradowisk;Zaradowiska;Zaradowisko;
Goznej;Gozna;Gozny;
Zasiek;Zasieki;Zasiek;
Pławiec;Pławce;Pławiec;
Uzdowa;Uzdowo;Uzdowy;
Owieczkowa;Owieczkowo;Owieczkowy;
Głuchowic;Głuchowice;Głuchowica;
Siarzewa;Siarzewo;Siarzewać;
Stawisk;Stawiska;Stawisko;
Stawisk;Stawiski;Stawisko;
Pierzysk;Pierzyska;Pierzysko;
Lad;Lady;Lada;
Rokowa;Roków;Rokowy;
Kul;Kule;Kulić;
Wernerowa;Wernerowo;Wernerowy;
Gębic;Gębice;Gębica;
Mirotek;Mirotki;Mirotka;
Różewa;Różewo;Różewać;
Ciborów;Cibory;Cibór;
Węgierek;Węgierki;Węgierka;
Nasiedla;Nasiedle;Nasiedlać;
Zatopolic;Zatopolice;Zatopolica;
Politowa;Politów;Politowy;
Jeżyc;Jeżyce;Jeżyca;
Michalczowej;Michalczowa;Michalczowy;
Zbydniowa;Zbydniów;Zbydniowy;
Żędowic;Żędowice;Żędowica;
Rębieskiego;Rębieskie;Rębieski;
Lorek;Lorki;Lorka;
Szczytnej;Szczytna;Szczytny;
Szczytna;Szczytno;Szczytny;
Gałczewa;Gałczewo;Gałczewać;
Kęsic;Kęsice;Kęsica;
Gniewoszyc;Gniewoszyce;Gniewoszyca;
Imienka;Imienko;Imienka;
Bukowia;Bukowie;Bukowiać;
Mrożewic;Mrożewice;Mrożewica;
Lipianek;Lipianki;Lipianka;
Uniemyśla;Uniemyśl;Uniemyślać;
Choin;Choiny;Choina;
Lubnicy;Lubnica;Lubnik;
Ryszewka;Ryszewko;Ryszewka;
Jarszewka;Jarszewko;Jarszewka;
Łazarzowic;Łazarzowice;Łazarzowica;
Bojmia;Bojmie;Bojmia;
Smólska;Smólsk;Smólski;
Litychowa;Litychowo;Litychować;
Kaźmierzowa;Kaźmierzów;Kaźmierzowy;
Widoradza;Widoradz;Widoradzać;
Strug;Strugi;Strug;
Lubośni;Lubośnia;Lubośny;
Urzuta;Urzut;Urzuta;
Strugi;Struga;Strug;
Rozięcina;Rozięcin;Rozięcina;
Ostrzeszewa;Ostrzeszewo;Ostrzeszewać;
Ćwiklinka;Ćwiklinek;Ćwiklinka;
Kawęcina;Kawęcin;Kawęcina;
Wygiełdowa;Wygiełdów;Wygiełdowy;
Czadrowa;Czadrów;Czadrowa;
Zdrochechca;Zdrochec;Zdrochechcy;
Uśnic;Uśnice;Uśnica;
Sulicicic;Sulicice;Sulicicica;
Tarnowiec;Tarnowce;Tarnowiec;
Zielęcina;Zielęcin;Zielęcina;
Włościejewic;Włościejewice;Włościejewica;
Raczkowa;Raczków;Raczkowy;
Dalachowa;Dalachów;Dalachowy;
Żyrowa;Żyrów;Żyrowy;
Szarbska;Szarbsko;Szarbski;
Zdzięsławic;Zdzięsławice;Zdzięsławica;
Boronowa;Boronów;Boronowy;
Jerzmanic;Jerzmanice;Jerzmanica;
Młoszowej;Młoszowa;Młoszowy;
Obłotnego;Obłotne;Obłotny;
Wawrzonowa;Wawrzonowo;Wawrzonowy;
Wirwajd;Wirwajdy;Wirwajda;
Rzeplina;Rzeplino;Rzeplina;
Tarchalic;Tarchalice;Tarchalica;
Świbnej;Świbna;Świbny;
Ludomicka;Ludomicko;Ludomicki;
Starościna;Starościn;Starościna;
Młodojewa;Młodojewo;Młodojewać;
Niezabitowa;Niezabitów;Niezabitowy;
Siderki;Siderka;Siderek;
Trokajn;Trokajny;Trokajn;
Płocochowa;Płocochowo;Płocochować;
Zawisza;Zawisze;Zawisz;
Biertowic;Biertowice;Biertowica;
Gdeszyna;Gdeszyn;Gdeszyna;
Zarzęcina;Zarzęcin;Zarzęcina;
Łazieźca;Łaziec;Łazieziec;
Kolecina;Kolecin;Kolecina;
Gruszewni;Gruszewnia;Gruszewny;
