Dopełniacz;Mianownik;Wynik Stemmera
Większyc;Większyce;Większyca;
Wtórka;Wtórek;Wtórka;
Chajdyc;Chajdyce;Chajdyca;
Sędziszowic;Sędziszowice;Sędziszowica;
Jaryszowa;Jaryszów;Jaryszowa;
Kretowin;Kretowiny;Kretowina;
Piotrowiczek;Piotrowiczki;Piotrowiczka;
Skaj;Skaje;Skaj;
Czachówek;Czachówki;Czachówka;
Czachówka;Czachówko;Czachówka;
Niekurzy;Niekurza;Niekurz;
Daszewic;Daszewice;Daszewica;
Piskajn;Piskajny;Piskajn;
Chocianowa;Chocianów;Chocianowa;
Kostur;Kostury;Kostura;
Osipów;Osipy;Osip;
Celinki;Celinka;Celinek;
Teresinka;Teresinek;Teresinka;
Celinek;Celinki;Celinka;
Posucicic;Posucice;Posucicica;
Koteż;Koteże;Koteż;
Momajn;Momajny;Momajn;
Sarnówka;Sarnówek;Sarnówka;
Steblewa;Steblewo;Steblewa;
Leobrada;Leobrad;Leobrada;
Rówiec;Rówce;Rówiec;
Nowolesia;Nowolesie;Nowoleś;
Jesionnnej;Jesionna;Jesionnna;
Jesionnnego;Jesionne;Jesionnny;
Gostyczyny;Gostyczyna;Gostyczyn;
Zagrzędów;Zagrzędy;Zagrzęd;
Ignachów;Ignachy;Ignach;
Radzikówka;Radzikówek;Radzikówka;
Ugodowa;Ugodów;Ugodowa;
Pruchnika;Pruchnik;Pruchnika;
Dziasków;Dziaski;Dziasek;
Bryńska;Bryńsk;Bryńska;
Jankowa;Janków;Jankowa;
Gojków;Gojki;Gojek;
Słupnicy;Słupnica;Słupnik;
Marek;Marki;Marka;
Daniłowa;Daniłowo;Daniłów;
Lasowych;Lasowe;Lasowa;
Dobrzynia;Dobrzyń;Dobrzynia;
Bzin;Bziny;Bzina;
Dobrzykowa;Dobrzykowo;Dobrzykowa;
Antosina;Antosin;Antosina;
Gosiowa;Gosiów;Gosiowa;
Rębiszowa;Rębiszów;Rębiszowa;
Olechów;Olechy;Olech;
Płonego;Płone;Płony;
Niedarzyna;Niedarzyn;Niedarzyna;
Dąbrówka;Dąbrówek;Dąbrówka;
Dorowa;Dorowo;Dorowa;
Morawiaków;Morawiaki;Morawiak;
Chodlewa;Chodlewo;Chodlewa;
Stasiani;Stasianie;Stasian;
Galumina;Galumin;Galumina;
Kozicowa;Koziców;Kozicowa;
Rejowa;Rejów;Rejowa;
Kopanina;Kopanino;Kopanina;
Bębnowa;Bębnów;Bębnowa;
Śmierdnicy;Śmierdnica;Śmierdnik;
Rulewka;Rulewek;Rulewka;
Kopaninin;Kopaniny;Kopaninina;
Jaszków;Jaszki;Jaszek;
Bożkówka;Bożkówek;Bożkówka;
Gardna;Gardno;Gardna;
Tymina;Tymin;Tymina;
Robaw;Robawy;Robawa;
Moszyn;Moszyny;Moszyna;
Podgroblan;Podgroblany;Podgroblan;
Cieśninin;Cieśniny;Cieśninina;
Kolemczyczyc;Kolemczyce;Kolemczyczyca;
Capków;Capki;Capek;
Stepków;Stepki;Stepek;
Podchojników;Podchojniki;Podchojnik;
Przytoki;Przytoka;Przytok;
Bron;Brony;Bron;
Przytok;Przytoki;Przytok;
Jarosławia;Jarosław;Jarosławie;
Sarny;Sarna;Sarn;
Busina;Busin;Busina;
Kolczyna;Kolczyn;Kolczyna;
Laury;Laura;Laury;
Kadłubi;Kadłubia;Kadłuby;
Reszkowiec;Reszkowce;Reszkowiec;
Godaszewic;Godaszewice;Godaszewica;
Duńkowic;Duńkowice;Duńkowica;
Zapiecznego;Zapieczne;Zapieczny;
Bolestraszyc;Bolestraszyce;Bolestraszyca;
Skowierzyna;Skowierzyn;Skowierzyna;
Mieroszowa;Mieroszów;Mieroszowa;
Gunic;Gunice;Gunica;
Chrośna;Chrośno;Chrośna;
Nagórzyc;Nagórzyce;Nagórzyca;
Grochówka;Grochówek;Grochówka;
Kuściniec;Kuścińce;Kuściniec;
Chrośny;Chrośna;Chrośn;
Boconka;Boconek;Boconka;
Zawądródzia;Zawądródź;Zawądródzia;
Bolegorzyna;Bolegorzyn;Bolegorzyna;
Karlikowa;Karlikowo;Karlikowa;
Sieciejowa;Sieciejów;Sieciejowa;
Łowoszowa;Łowoszów;Łowoszowa;
Podbiesieśca;Podbiesiec;Podbiesiesiec;
Bakuły;Bakuła;Bakuły;
Wołkusznego;Wołkuszne;Wołkuszny;
Unieradza;Unieradz;Unieradza;
Mirocina;Mirocin;Mirocina;
Szlam;Szlamy;Szlam;
Krzcięcina;Krzcięcin;Krzcięcina;
Pyrzyc;Pyrzyce;Pyrzyca;
Swór;Swory;Swór;
Goświnowic;Goświnowice;Goświnowica;
Piotrowic;Piotrowice;Piotrowica;
Zabrogów;Zabrogi;Zabróg;
Rzepowskiego;Rzepowskie;Rzepowski;
Czach;Czachy;Cz;
Pokusów;Pokusy;Pokus;
Harbutowic;Harbutowice;Harbutowica;
Podmęczek;Podmęczki;Podmęczek;
Pętaków;Pętaki;Pętak;
Turobowa;Turobów;Turobowa;
Sokolnik;Sokolniki;Sokolnik;
Stołczyna;Stołczyn;Stołczyna;
Stolina;Stolin;Stolina;
Radowa;Radowo;Radowa;
Staniewic;Staniewice;Staniewica;
Orzełków;Orzełki;Orzełek;
Stramów;Stramy;Stram;
Tapilkajm;Tapilkajmy;Tapilkajma;
Wymysłowic;Wymysłowice;Wymysłowica;
Jegli;Jegle;Jegły;
Kocenek;Kocenki;Kocenka;
Chałupczyna;Chałupczyn;Chałupczyna;
Wichowa;Wichowo;Wichów;
Obrowa;Obrów;Obrowa;
Chójek;Chójki;Chójka;
Jamboreka;Jamborek;Jamboreka;
Łażewa;Łażewo;Łażewa;
Pierwoszyna;Pierwoszyno;Pierwoszyna;
Tamożni;Tamożnia;Tamożny;
Gręboszyc;Gręboszyce;Gręboszyca;
Wierzchów;Wierzchy;Wierzch;
Dobrowa;Dobrów;Dobrowa;
Gładyszy;Gładysze;Gładysz;
Sawina;Sawino;Sawina;
Dachowy;Dachowa;Dachów;
Podstrumieni;Podstrumienie;Podstrumień;
Przeradowa;Przeradowo;Przeradowa;
Zielenic;Zielenice;Zielenica;
Krzeczowic;Krzeczowice;Krzeczowica;
Morzewka;Morzewko;Morzewka;
Wirek;Wirki;Wirek;
Józefina;Józefin;Józefina;
Polkowskiego;Polkowskie;Polkowski;
Sulnowa;Sulnowo;Sulnowa;
Pęzina;Pęzino;Pęzina;
Frużowa;Frużów;Frużowa;
Ułtowa;Ułtowo;Ułtowa;
Obrębu;Obrąb;Obręb;
Wolanówki;Wolanówka;Wolanówki;
Zachoinia;Zachoinie;Zachoinia;
Tęczynopola;Tęczynopol;Tęczynopola;
Brend;Brendy;Brenda;
Bodzewa;Bodzew;Bodzewo;
Drzonka;Drzonek;Drzonka;
Trzaskowa;Trzaskowo;Trzaskowa;
Samborza;Sambórz;Samborze;
Felicjana;Felicjan;Felicjana;
Łumpi;Łumpia;Łumpie;
Ponik;Poniki;Ponik;
Watówek;Watówki;Watówka;
Malinkowa;Malinkowo;Malinkowa;
Szymborna;Szymborno;Szymborn;
Żelek;Żelki;Żelka;
Nowaków;Nowaki;Nowak;
Dzikówka;Dzikówko;Dzikówka;
Gleźnowa;Gleźnowo;Gleźnowa;
Orzyn;Orzyny;Orzyna;
Stojadeł;Stojadła;Stojadło;
Świetlina;Świetlino;Świetlina;
Jeziorcza;Jeziorcze;Jeziorcz;
Wydorowa;Wydorowo;Wydorowa;
Talików;Talikowie;Talik;
Zuzułki;Zuzułka;Zuzułki;
Poduchownego;Poduchowne;Poduchowny;
Ogorzelin;Ogorzeliny;Ogorzelina;
Osieczowa;Osieczów;Osieczowa;
Trzonówka;Trzonówek;Trzonówka;
Sitek;Sitki;Sitka;
Magnuszewic;Magnuszewice;Magnuszewica;
Myszy;Mysze;Mysz;
Zelek;Zelki;Zelka;
Mierchówek;Mierchówki;Mierchówka;
Pczelina;Pczelino;Pczelina;
Trąbów;Trąby;Trąb;
Żwirów;Żwiry;Żwir;
Załasza;Załasze;Załasz;
Łęgonia;Łęgoń;Łęgonia;
Kini;Kinia;Kin;
Będzieszyny;Będzieszyna;Będzieszyn;
Broniewka;Broniewek;Broniewka;
Seredlan;Seredlanie;Seredlan;
Paderewka;Paderewek;Paderewka;
Dobrzejowa;Dobrzejów;Dobrzejowa;
Odpadka;Odpadek;Odpadka;
Wereszczyna;Wereszczyn;Wereszczyna;
Podsętkowa;Podsętków;Podsętkowa;
Półrolka;Półrolek;Półrolka;
Cekcyna;Cekcyn;Cekcyna;
Radocin;Radociny;Radocina;
Czarnowa;Czarnów;Czarnowa;
Wujka;Wujek;Wujka;
Wojtusiców;Wojtusice;Wojtusic;
Zakrzewek;Zakrzewki;Zakrzewka;
Zakrzewka;Zakrzewko;Zakrzewka;
Kołaczowa;Kołaczów;Kołaczowa;
Cimowa;Cimowo;Cimowa;
Kobelnik;Kobelniki;Kobelnik;
Maręży;Maręże;Maręż;
Studennnego;Studenne;Studennny;
Pietruszkowa;Pietruszkowo;Pietruszkowa;
Paniewka;Paniewek;Paniewka;
Wyrębowa;Wyrębów;Wyrębowa;
Drezna;Drezno;Drezna;
Chlewisk;Chlewiska;Chlewisko;
Nochowa;Nochowo;Nochów;
Bałowa;Bałowo;Bałowa;
Błądziejewa;Błądziejewo;Błądziejewa;
Ściborów;Ścibory;Ścibór;
Dudowa;Dudowo;Dudowa;
Dziadówek;Dziadówki;Dziadówka;
Chraskich;Chraskie;Chraski;
Jazdowic;Jazdowice;Jazdowica;
Droszkowic;Droszkowice;Droszkowica;
Podkazanowa;Podkazanów;Podkazanowa;
Kropatwów;Kropatwy;Kropatw;
Cezarowa;Cezarów;Cezarowa;
Rządkowa;Rządkowo;Rządkowa;
Justynowa;Justynów;Justynowa;
Zdanowic;Zdanowice;Zdanowica;
Byka;Byk;Byka;
Uszkowców;Uszkowce;Uszkowiec;
Lubiankowa;Lubianków;Lubiankowa;
Pabianek;Pabianki;Pabianka;
Bełdna;Bełdno;Bełdna;
Bystrojowic;Bystrojowice;Bystrojowica;
Najmowa;Najmów;Najmowa;
Wadzyna;Wadzyn;Wadzyna;
Bartosów;Bartosy;Bartos;
Niestkowa;Niestkowo;Niestkowa;
Czesławowa;Czesławowo;Czesławowa;
Drzewian;Drzewiany;Drzewian;
Świdrowa;Świdrowo;Świdrowa;
Żarzyna;Żarzyn;Żarzyna;
Horybka;Horybek;Horybka;
Niegłos;Niegłosy;Niegłos;
Grabowna;Grabowno;Grabown;
Milerzysk;Milerzyska;Milerzysko;
Okrzyc;Okrzyce;Okrzyca;
Boćkowa;Boćków;Boćkowa;
Stuposian;Stuposiany;Stuposiano;
Mędrzyn;Mędrzyny;Mędrzyna;
Swędzieniejewic;Swędzieniejewice;Swędzieniejewica;
Bóbrki;Bóbrka;Bóbrek;
Stefków;Stefki;Stefek;
Pasiony;Pasiona;Pasion;
Górawina;Górawino;Górawina;
Częstkowa;Częstkowo;Częstkowa;
Galewic;Galewice;Galewica;
Krasocina;Krasocin;Krasocina;
Litynka;Litynek;Litynka;
Chełminka;Chełminko;Chełminek;
Góry;Góra;Gór;
Domasowa;Domasowo;Domasowa;
Kaliw;Kaliwy;Kaliwo;
Dobromyśla;Dobromyśl;Dobromyśla;
Chomętowa;Chomętowo;Chomętowa;
Kostusina;Kostusin;Kostusina;
Kołkowa;Kołkowo;Kołkowa;
Łośnic;Łośnice;Łośnica;
Gór;Góry;Gór;
Karolowa;Karolów;Karolowa;
Korzennna;Korzenno;Korzennna;
Smielic;Smielice;Smielica;
Korzennnej;Korzenna;Korzennna;
Wejherowa;Wejherowo;Wejherowa;
Sobierajki;Sobierajka;Sobierajk;
Dobrylewa;Dobrylewo;Dobrylewa;
Porajowa;Porajów;Porajowa;
Uniejowa;Uniejów;Uniejowa;
Bardiówka;Bardiówek;Bardiówka;
Szczercowa;Szczerców;Szczercowa;
Jajaków;Jajaki;Jajak;
Józefinka;Józefinek;Józefinka;
Grzymałkowa;Grzymałków;Grzymałkowa;
Zarycza;Zarycze;Zarycza;
Jonów;Jony;Jon;
Satanów;Satany;Satan;
Zosinowa;Zosinowo;Zosinowa;
Dobrzykowic;Dobrzykowice;Dobrzykowica;
Podstrobowa;Podstrobów;Podstrobowa;
Mezowa;Mezowo;Mezowa;
Kuks;Kuksy;Kuks;
Chmielińskiego;Chmielińskie;Chmieliński;
Bałamącka;Bałamącek;Bałamącka;
Przepałkowa;Przepałkowo;Przepałkowa;
Runówka;Runówko;Runówka;
Sińczycy;Sińczyca;Sińczyk;
Miranowa;Miranowo;Miranowa;
Brześc;Brześce;Brześc;
Ślagów;Ślagi;Ślag;
Radlanek;Radlanki;Radlanka;
Połażejewa;Połażejewo;Połażejewa;
Wodoczy;Wodocza;Wodocz;
Duczymina;Duczymin;Duczymina;
Krukawy;Krukawa;Krukaw;
Serok;Seroki;Serok;
Jurczyczyc;Jurczyce;Jurczyczyca;
Pakszynka;Pakszynek;Pakszynka;
Huczwic;Huczwice;Huczwica;
Nieceni;Niecenia;Niecenie;
Kołtunka;Kołtunek;Kołtunka;
Plastowa;Plastowo;Plastowa;
Tokarzów;Tokarze;Tokarz;
Burkota;Burkot;Burkota;
Dziechowa;Dziechowo;Dziechów;
Chalinka;Chalinek;Chalinka;
Czeczugów;Czeczugi;Czeczug;
Pobiedzisk;Pobiedziska;Pobiedzisko;
Bary;Bara;Bar;
Glicka;Glicko;Glicka;
Okulic;Okulice;Okulica;
Słonkowa;Słonków;Słonkowa;
Przedziałków;Przedziałki;Przedziałek;
Subiny;Subina;Subin;
Hutników;Hutniki;Hutnik;
Wąworkowa;Wąworków;Wąworkowa;
Babska;Babsk;Babsko;
Trubakowa;Trubaków;Trubakowa;
Samostrzałowa;Samostrzałów;Samostrzałowa;
Kółka;Kółko;Kółka;
Brodziszowa;Brodziszów;Brodziszowa;
Majkut;Majkuty;Majkut;
Zawiersza;Zawiersze;Zawiersz;
Smogórów;Smogóry;Smogóra;
Pantalowic;Pantalowice;Pantalowica;
Darownego;Darowne;Darowny;
Szczucina;Szczucin;Szczucina;
Rukał;Rukały;Rukał;
Moskwina;Moskwin;Moskwina;
Moli;Mole;Mol;
Pisaków;Pisaki;Pisak;
Załuszkowa;Załuszkowo;Załuszkowa;
Łat;Łaty;Łat;
Wdżarów;Wdżary;Wdżar;
Myjomic;Myjomice;Myjomica;
Ryni;Rynia;Ryni;
Grabowic;Grabowice;Grabowica;
Celinowa;Celinów;Celinowa;
Lesiaków;Lesiaki;Lesiak;
Rudołtowic;Rudołtowice;Rudołtowica;
Wardężyna;Wardężyn;Wardężyna;
Targaszewa;Targaszew;Targaszewo;
Iżykowic;Iżykowice;Iżykowica;
Kaniewa;Kaniew;Kaniewa;
Podkorzenna;Podkorzenno;Podkorzenna;
Galasów;Galasy;Galas;
Krajenek;Krajenki;Krajenka;
Przypuśnicy;Przypuśnica;Przypuśnik;
Sobieszyna;Sobieszyn;Sobieszyna;
Karolichy;Karolicha;Karolich;
Młudzyna;Młudzyn;Młudzyna;
Kozielic;Kozielice;Kozielica;
Wyrzyska;Wyrzysk;Wyrzysko;
Gołaszyna;Gołaszyn;Gołaszyna;
Mankocina;Mankocin;Mankocina;
Bierdzan;Bierdzany;Bierdzan;
Pęcicic;Pęcice;Pęcicica;
Grabianowa;Grabianowo;Grabianowa;
Barcikowic;Barcikowice;Barcikowica;
Kaczorów;Kaczory;Kaczor;
Korczaków;Korczaki;Korczak;
Kołoząbia;Kołoząb;Kołoząbia;
Kociełek;Kociełki;Kociełko;
Rokitka;Rokitek;Rokitka;
Sołokii;Sołokija;Sołokia;
Koreji;Koreje;Koreja;
Stodólna;Stodólno;Stodólna;
Pored;Poredy;Poreda;
Strzydzawka;Strzydzawek;Strzydzawka;
Leżuchowa;Leżuchowo;Leżuchów;
Ogartówka;Ogartówko;Ogartówka;
Lublinowa;Lublinów;Lublinowa;
Raczynowa;Raczynów;Raczynowa;
Styczyrzy;Styczyrze;Styczyr;
Ciężkowa;Ciężków;Ciężkowa;
Wodzieradów;Wodzierady;Wodzierad;
Kacina;Kacin;Kacina;
Szarków;Szarki;Szarek;
Krobielowic;Krobielowice;Krobielowica;
Rzepotowic;Rzepotowice;Rzepotowica;
Budzina;Budzin;Budzina;
Podlesic;Podlesice;Podlesica;
Chaptyzowa;Chaptyzów;Chaptyzowa;
Świechocina;Świechocin;Świechocina;
Węgrzczy;Węgrzcza;Węgrzcz;
Gnojenka;Gnojenko;Gnojenka;
Klemensowa;Klemensowo;Klemensowa;
Kisiel;Kisiele;Kisiel;
Wokowic;Wokowice;Wokowica;
Hanowa;Hanowo;Hanowa;
Nowizn;Nowizny;Nowizna;
Zabucza;Zabucze;Zabucza;
Gilewa;Gilewo;Gilewa;
Łajzec;Łajzce;Łajzec;
Szyszczyczyc;Szyszczyce;Szyszczyczyca;
Słotnicy;Słotnica;Słotnik;
Podrzębin;Podrzębiny;Podrzębina;
Wybudowań;Wybudowania;Wybudowanie;
Sawczyna;Sawczyn;Sawczyna;
Sąspowa;Sąspów;Sąspowa;
Czumowa;Czumów;Czumowa;
Seroczek;Seroczki;Seroczek;
Antonowa;Antonów;Antonowa;
Sieradza;Sieradz;Sieradza;
Zabiela;Zabiele;Zabiel;
Tłoczków;Tłoczki;Tłoczek;
Skokumia;Skokum;Skokumia;
Sowin;Sowiny;Sowina;
Papowa;Papowo;Papowa;
Suprunów;Supruny;Suprun;
Gajnicy;Gajnica;Gajnik;
Wiecanowa;Wiecanowo;Wiecanowa;
Jasek;Jaski;Jasek;
Podłazia;Podłazie;Podłaź;
Stawarzca;Stawarzec;Stawarzca;
Sarnak;Sarnaki;Sarnak;
Poleszyna;Poleszyn;Poleszyna;
Będzinka;Będzinko;Będzinka;
Barku;Bark;Barek;
Rozborza;Rozbórz;Rozborze;
Siutkowa;Siutkowo;Siutkowa;
Budziszowa;Budziszów;Budziszowa;
Plinkajm;Plinkajmy;Plinkajma;
Słotwina;Słotwin;Słotwina;
Otylina;Otylin;Otylina;
Dziewięciół;Dziewięcioły;Dziewięciel;
Powiśla;Powiśle;Powiśla;
Susłowa;Susłów;Susłowo;
Brzyna;Brzyno;Brzyna;
Dobrzankowa;Dobrzankowo;Dobrzankowa;
Terebinia;Terebiń;Terebinia;
Węgoja;Węgój;Węgoja;
Kandyt;Kandyty;Kandyt;
Kraskowa;Kraskowo;Kraskowa;
Połowców;Połowce;Połowiec;
Młocina;Młocin;Młocina;
Golimowa;Golimowo;Golimowa;
Sepnicy;Sepnica;Sepnik;
Białous;Białousy;Białous;
Rozdziałów;Rozdziały;Rozdział;
Wieczorczyna;Wieczorczyn;Wieczorczyna;
Załakowa;Załakowo;Załakowa;
Magenty;Magenta;Magent;
Jarek;Jarki;Jarka;
Ludwina;Ludwin;Ludwina;
Gniazdowic;Gniazdowice;Gniazdowica;
Czerwonkowa;Czerwonków;Czerwonkowa;
Chwalenic;Chwalenice;Chwalenica;
Zbąszynia;Zbąszyń;Zbąszynia;
Podkamiennnej;Podkamienna;Podkamiennna;
Jugów;Jugi;Jug;
Ślepowron;Ślepowrony;Ślepowron;
Zapomnianowa;Zapomnianowo;Zapomnianowa;
Wojewodzy;Wojewodza;Wojewodze;
Łabuzia;Łabuzie;Łabuzia;
Jeldzina;Jeldzino;Jeldzina;
Nogi;Noga;Nóg;
Uciechowic;Uciechowice;Uciechowica;
Klapitki;Klapitka;Klapitek;
Kupis;Kupise;Kupis;
Bonowa;Bonowo;Bonowa;
Gancarzów;Gancarze;Gancarz;
